row_num,faci_stat_nm,faci_lat,ftype_nm,cpb_nm,addr_emd_nm,faci_lot,cp_nm,faci_mng_user_telno,faci_nm,faci_road_addr,faci_addr
368,정상운영,33.25795826,테니스장,서귀포시,,126.5642831,제주특별자치도,,제주전지훈련센터테니스장,동홍동 1447,제주특별자치도 서귀포시 동홍동 1447
369,정상운영,,테니스장,금천구,,,서울특별시,02-855-8649,독산테니스장,,
370,폐업,37.15570916,테니스장,오산시,오산동,127.0702696,경기도,031-8036-7962,오산테니스장,경기도 오산시 오산천로 267 (오산동),경기도 오산시 오산동 345-2
371,정상운영,37.13345498,테니스장,화성시,,126.9290266,경기도,,도원체육공원테니스장,향남읍 행정리 478,경기 화성시 향남읍 행정리 478
372,정상운영,37.54662162,테니스장,하남시,신장동,127.2195846,경기도,031-790-5667,하남유니온파크 테니스장,경기도 하남시 미사대로 710 (신장동),경기도 하남시 신장동 27 하남시환경기초시설
373,정상운영,,테니스장,강남구,,,서울특별시,02-2176-0810,포이테니스장,,포이동 274번지
374,정상운영,35.84619112,테니스장,경주시,,129.2275338,경상북도,054-779-6158,강변테니스장,,경북 경주시 동천동 733-1
375,정상운영,35.56620081,테니스장,울주군,,129.2239582,울산광역시,052-229-7663,범서천상테니스장,,
376,정상운영,,테니스장,금정구,,,부산광역시,051-509-1601,부산교통공사노포차량기지테니스장,,
377,정상운영,,테니스장,,,,부산광역시,,화명생태공원테니스장,,
378,정상운영,35.3162056,테니스장,의령군,,128.2673899,경상남도,,의령공설운동장테니스장,의령군 의령읍 동동리 821,경남 의령군 의령읍 동동리 821
379,정상운영,35.75717738,테니스장,합천군,황산리,128.1365133,경상남도,055-930-4277,가야테니스장,경남 합천군 가야면 황산리 61-16,경남 합천군 가야면 황산리 61-16
380,정상운영,37.77724035,테니스장,강화군,신봉리,126.4108598,인천광역시,032-930-3228,강서테니스장,인천광역시 강화군 하점면 강화대로1262번길 15-10,
381,정상운영,37.4584842,테니스장,서초구,내곡동,127.0822385,서울특별시,02-2155-6213,내곡동체육시설,서울특별시 서초구 신흥말길 23-5 (내곡동),서울특별시 서초구 내곡동 1-279
382,폐업,35.67237635,테니스장,임실군,관촌리,127.2746245,전라북도,063-640-2923,사선대테니스장,전라북도 임실군 관촌면 사선2길 68-7,
383,정상운영,34.9386802,테니스장,순천시,연향동,127.521002,전라남도,061-749-8483,생활체육정구장,전라남도 순천시 팔마로 333 (연향동),
384,정상운영,,테니스장,기장군,,,부산광역시,,기장하수처리장테니스장,,
385,정상운영,34.80557792,테니스장,남해군,서상리,127.8334406,경상남도,055-860-8664,남해스포츠파크테니스장,경상남도 남해군 서면 스포츠파크길 36,경상남도 남해군 서면 서상리 1182-1 공중화장실
386,정상운영,36.18273526,테니스장,영동군,계산리,127.7673792,충청북도,043-740-5995,영동군민소프트테니스장,충청북도 영동군 영동읍 영동천1길 140,
387,정상운영,35.30057755,테니스장,장성군,기산리,126.771047,전라남도,061-390-8473,황룡강변생활체육공원테니스장,전라남도 장성군 장성읍 문화로 81,전라남도 장성군 장성읍 기산리 135-1
388,정상운영,35.44134044,테니스장,남원시,서천리,127.5304214,전라북도,063-620-5619,운봉서림공원테니스장,전라북도 남원시 운봉읍 황산로 1103-6,전라북도 남원시 운봉읍 서천리 43
389,정상운영,37.62725943,테니스장,홍천군,월천리,127.7748393,강원도,033-430-4474,남면테니스장,강원도 홍천군 남면 양덕원로 221,강원도 홍천군 남면 월천리 341
390,정상운영,33.46622111,테니스장,서귀포시,오조리,126.9049792,제주특별자치도,064-760-4218,성산국민체육센터테니스장,제주특별자치도 서귀포시 성산읍 일주동로 4024,
391,정상운영,35.28470363,테니스장,창원시,용잠리,128.6824886,경상남도,055-212-4063,동읍운동장테니스장,경상남도 창원시 의창구 동읍 동읍로 88,
392,정상운영,34.99454997,테니스장,나주시,,126.6991797,전라남도,061-339-4522,상하수도과테니스장,나주시 운곡동 107,전남 나주시 운곡동 107
393,폐업,35.882737,테니스장,,고성동3가,128.5877852,대구광역시,053-606-8200,시민운동장테니스장,대구광역시 북구 고성로 191 (고성동3가),
394,정상운영,35.43200355,테니스장,목포시,,129.1721212,전라남도,061-270-8372,유달시립테니스장,,용당동 1069
395,정상운영,36.81111953,테니스장,천안시,원성동,127.1618354,충청남도,041-521-5752,오룡경기장정구장,충청남도 천안시 동남구 성황로 118 (원성동),충청남도 천안시 동남구 원성동 448-1
396,정상운영,38.24485938,테니스장,철원군,와수리,127.4257126,강원도,033-450-4893,와수테니스장,강원도 철원군 서면 와수1로 154,강원도 철원군 서면 와수리 1153-3
397,정상운영,38.10712491,테니스장,연천군,옥산리,127.079745,경기도,031-839-2145,연천공설운동장테니스장,경기도 연천군 연천읍 문화로 150,
398,정상운영,35.70497999,테니스장,합천군,구정리,128.1672798,경상남도,055-930-4307,야로테니스장(야로중학교내),경상남도 합천군 야로면 구정묵촌길 14,경상남도 합천군 야로면 구정리 303 야로중학교
399,정상운영,38.44242411,테니스장,고성군,거진리,128.4472324,강원도,033-6803-714,거진테니스장,강원도 고성군 거진읍 거진운동장길 30,강원도 고성군 거진읍 거진리 480-1
400,정상운영,36.93154954,테니스장,음성군,읍내리,127.686661,충청북도,043-871-2482,음성테니스장,충청북도 음성군 음성읍 설성로 47,
401,정상운영,34.48915521,테니스장,진도군,동외리,126.270206,전라남도,061-540-3263,가마골테니스장,전라남도 진도군 진도읍 동문길 69,
402,정상운영,35.43086752,테니스장,남원시,월락동,127.4054607,전라북도,,춘향골다목적구장,전라북도 남원시 충정로 341 (월락동),전라북도 남원시 월락동  248 춘향골체육공원
403,정상운영,36.35548254,테니스장,의성군,,128.7027879,경상북도,,의성군민테니스장,의성읍 중리리 519,경북 의성군 의성읍 중리리 519
404,정상운영,37.34555943,테니스장,의왕시,왕곡동,126.9819247,경기도,031-345-2544,고천테니스장,경기도 의왕시 왕곡로 68 (왕곡동),경기도 의왕시 왕곡동  332 고천테니스장
405,정상운영,35.20343797,테니스장,구례군,,127.495359,전라남도,061-780-2252,섬지테니스장,마산면 사도리 879,
406,정상운영,37.36679551,테니스장,성남시,,127.1279533,경기도,031-729-3055,수내테니스장,분당구 수내동 119-1번지,경기 성남시 분당구 수내동 119-1
407,정상운영,37.17181233,테니스장,용인시,,127.3749664,경기도,,백암테니스장,백암면 백암리 224-4,경기 용인시 처인구 백암면 백암리 224-4
408,정상운영,,테니스장,서구,,,광주광역시,062-360-7850,상무시민공원테니스장,,
409,정상운영,35.69209413,테니스장,거창군,양평리,127.9290614,경상남도,055-940-8733,거창군립테니스장,경상남도 거창군 거창읍 심소정길 39-36,경상남도 거창군 거창읍 양평리 1160
410,폐업,35.98000477,테니스장,무주군,대유리,127.5564933,전라북도,063-320-2531,면생활체육공원(부남테니스장),전라북도 무주군 부남면 부남로 936,
411,정상운영,35.5827283,테니스장,목포시,,128.8064155,전라남도,061-270-8372,목포실내체육관테니스장,,상동 349-1
412,정상운영,,테니스장,무주군,,,전라북도,063-320-5602,무주읍테니스장,,
413,정상운영,,테니스장,,,,울산광역시,052-220-2106,문수테니스장,,
414,정상운영,37.71577885,테니스장,파주시,,126.7393321,경기도,,건간공원테니스장,와석순환로 198,경기 파주시 와석순환로 198
415,정상운영,35.33447198,테니스장,창원시,가술리,128.70665,경상남도,055-212-4063,가술테니스장,경상남도 창원시 의창구 대산면 가술길1번길 11-1,
416,정상운영,35.04854261,테니스장,화순군,대리,126.9652937,전라남도,061-379-3401,화순테니스장,전라남도 화순군 화순읍 학포로 2698,
417,정상운영,36.1449243,테니스장,김천시,삼락동,128.0880878,경상북도,,김천테니스장,경상북도 김천시 운동장길 1 (삼락동),경상북도 김천시 삼락동  488-1 김천종합스포츠타운
418,정상운영,,테니스장,중구,,,인천광역시,,월디테니스장,,
419,정상운영,37.9391955,테니스장,옹진군,남포리,124.6996579,인천광역시,032-899-2262,백령면체육시설테니스장,인천광역시 옹진군 백령면 백령남로 458,
420,정상운영,37.27945646,테니스장,이천시,관고동,127.4275533,경기도,031-644-4317,설봉공원 테니스장,경기도 이천시 경충대로2709번길 128 (관고동),
421,정상운영,37.81905938,테니스장,홍천군,도관리,128.0916129,강원도,033-430-4444,내촌테니스장,강원도 홍천군 내촌면 도관길 55,
422,정상운영,37.34759955,테니스장,삼척시,,129.1639838,강원도,,노곡테니스장,,
423,정상운영,35.96679001,테니스장,무주군,현내리,127.8452138,전라북도,063-320-5753,면생활체육공원(무풍테니스장),전라북도 무주군 무풍면 대덕산로 908,
424,정상운영,36.4323937,테니스장,상주시,계산동,128.1628362,경상북도,054-537-7692,상주시민테니스장,경상북도 상주시 북상주로 24-7 (계산동),
425,정상운영,34.80250687,테니스장,통영시,,128.4000893,경상남도,055-650-4722,통영산양스포츠파크테니스장,경남 통영시 산양읍 남평리 243-1,경남 통영시 산양읍 남평리 243-1
426,정상운영,,테니스장,서초구,,,서울특별시,02-2155-8711,반포종합운동장테니스장,,
427,정상운영,,테니스장,익산시,,,전라북도,063-859-4532,배산생활체육공원테니스장,,
428,정상운영,35.22182941,테니스장,창원시,,128.5801941,경상남도,,영길운동장테니스장,양덕동477,경남 창원시 마산회원구 양덕동 477
429,정상운영,,테니스장,관악구,,,서울특별시,02-879-6521,난우공원테니스장,,
430,정상운영,37.16661735,테니스장,화성시,,126.7092544,경기도,,서신생활체육시설테니스장,서신면 매화리 276-3,경기 화성시 서신면 매화리 276-3
431,정상운영,37.22421308,테니스장,화성시,,127.0763902,경기도,,돌모루공원테니스장,석우동 4,경기 화성시 석우동 4
432,정상운영,,테니스장,전주시,,,전라북도,063-281-2937,완산생활체육공원테니스장,,
433,정상운영,35.2157656,테니스장,구례군,,127.4623176,전라남도,061-780-2252,구례테니스장,구례읍 봉북리 1432,
434,정상운영,37.50796177,테니스장,부평구,산곡동,126.6931896,인천광역시,032-509-6445,원적산체육공원테니스장,"인천광역시 부평구 원적로269번길 55-5 (산곡동, 산곡2차현대아파트)",
435,정상운영,,테니스장,양평군,,,경기도,,개군레포츠공원테니스장,,
436,정상운영,36.11946155,테니스장,성남시,,128.1166236,경기도,031-729-3055,대원테니스장,,성남동 56-1번지
437,정상운영,35.37113207,테니스장,의령군,마쌍리,128.1015193,경상남도,055-5702-422,대의공설운동장테니스장,경상남도 의령군 대의면 대의로 75-29,경상남도 의령군 대의면 마쌍리 733-8 공중화장실
438,정상운영,34.64527148,테니스장,강진군,호계리,126.7813056,전라남도,061-430-3823,강진테니스장,전라남도 강진군 군동면 종합운동장길 60,전라남도 강진군 군동면 호계리 1076 강진종합운동장
439,정상운영,37.54230394,테니스장,부천시,대장동,126.7653696,경기도,032-625-2502,폐기물처리장내테니스장,경기도 부천시 벌말로 122 (대장동),경기도 부천시 대장동 607 부천폐기물종합처리장
440,정상운영,,테니스장,논산시,,,충청남도,,연무체육공원테니스장,,
441,정상운영,36.59063032,테니스장,문경시,모전동,128.184206,경상북도,054-550-6346,모전근린공원테니스장,경상북도 문경시 매봉1길 69 (모전동),경상북도 문경시 모전동  688-1
442,정상운영,,테니스장,논산시,,,충청남도,,강경테니스장,,
443,정상운영,37.80136747,테니스장,양주시,,127.086664,경기도,031-8082-5646,삼숭생활체육공원테니스장,삼숭동 625-5 번지 일원,경기 양주시 삼숭동 625-5
444,정상운영,37.33803121,테니스장,송파구,,127.658301,서울특별시,,오금공원테니스장,,오금동 51
445,정상운영,,테니스장,청송군,,,경상북도,054-7870-6572,생활체육공원테니스장,,
446,정상운영,35.56344018,테니스장,합천군,,128.1708243,경상남도,055-930-4933,함벽루체육공원테니스장,경남 합천군 합천읍 합천리 168-1,경남 합천군 합천읍 합천리 168-1
447,정상운영,35.39782308,테니스장,남원시,조산동,127.3631046,전라북도,063-620-6841,여성문화센터테니스장,전라북도 남원시 요천로 1283 (조산동),전라북도 남원시 조산동  455 남원시여성문화센터
448,정상운영,35.97119615,테니스장,영천시,,128.9243703,경상북도,054-334-3167,영천시민테니스장,교촌동 319-1,경북 영천시 교촌동 319-1
449,정상운영,37.21024651,테니스장,정선군,예미리,128.6374602,강원도,033-560-2635,예미족구장,강원도 정선군 신동읍 예미1길 31-80,강원도 정선군 신동읍 예미리 830
450,정상운영,,테니스장,금정구,,,부산광역시,,노포차량기지창테니스장,,
451,정상운영,37.46005484,테니스장,울릉군,사동리,130.8737663,경상북도,,농업기술센터테니스장,경상북도 울릉군 울릉읍 간령길 83-18,경상북도 울릉군 울릉읍 사동리 541-8 울릉군농업기술센타
452,정상운영,,테니스장,공주시,,,충청남도,,공주시립테니스장,,
453,정상운영,35.14998957,테니스장,광산구,소촌동,126.8029133,광주광역시,062-960-8723,송정근린공원테니스장,광주광역시 광산구 금봉로 22-21 (소촌동),광주광역시 광산구 소촌동 93-1
454,정상운영,,테니스장,목포시,,,전라남도,,북항환경사업소테니스장,,
455,정상운영,37.39429845,테니스장,안양시,관양동,126.9568605,경기도,031-8045-5082,안양시청 테니스장,경기도 안양시 동안구 시민대로 235 (관양동),경기도 안양시 동안구 관양동  1590 안양시청
456,정상운영,,테니스장,익산시,,,전라북도,,팔봉3호근린공원테니스장,,
457,정상운영,37.69486706,테니스장,홍천군,희망리,127.8821032,강원도,033-430-2453,잿골테니스장,강원도 홍천군 홍천읍 석화로1길 16,
458,정상운영,37.44136466,테니스장,과천시,관문동,126.9963478,경기도,,관문체육공원테니스장,경기도 과천시 중앙로 294 (관문동),경기도 과천시 관문동 3 관문체육공원
459,정상운영,35.29127883,테니스장,,,129.1060881,부산광역시,,부산지방공단스포원테니스장,두구동 669번지,부산 금정구 두구동 669
460,정상운영,35.21095744,테니스장,,대저1동,128.9722129,부산광역시,051-970-1217,강서체육공원테니스장,부산광역시 강서구 체육공원로 43 (대저1동),부산광역시 강서구 대저1동  2155 강서체육공원
461,정상운영,,테니스장,,,,서울특별시,,한강공원망원지구테니스장,,
462,정상운영,37.50316478,테니스장,동작구,,126.9780099,서울특별시,,동작주차공원 테니스장,동작동 326,
463,정상운영,35.57677763,테니스장,중구,성안동,129.3045101,울산광역시,052-290-7663,성안테니스장,울산광역시 중구 함월1길 145 (성안동),울산광역시 중구 성안동  900-6
464,정상운영,,테니스장,영양군,,,경상북도,054-680-5312,영양수련원테니스장,,
465,정상운영,34.7737547,테니스장,보성군,보성리,127.0940848,전라남도,,보성테니스장,전라남도 보성군 보성읍 용문길 18,
466,정상운영,,테니스장,송파구,,,서울특별시,,성내천변테니스장,,
467,정상운영,36.54938239,테니스장,구미시,,128.7247353,경상북도,054-480-5023,금오테니스장,정하동 417,경북 안동시 정하동 417
468,정상운영,35.96821542,테니스장,포항시,송동리,129.3605155,경상북도,054-270-2804,대송면테니스장,경상북도 포항시 남구 대송면 장동홍계길 19,경상북도 포항시 남구 대송면 송동리 790-1 대송면사무소
469,정상운영,,테니스장,남동구,,,인천광역시,,승기공원테니스장,,
470,정상운영,35.44527767,테니스장,창녕군,거문리,128.5845968,경상남도,055-530-1486,창녕국민체육센터(테니스장),경상남도 창녕군 부곡면 거문1길 33-46,경상남도 창녕군 부곡면 거문리 565-1 창녕국민체육센터
471,정상운영,35.32481478,테니스장,담양군,객사리,126.9948859,전라남도,061-380-2808,담양테니스장,전라남도 담양군 담양읍 관방제림길 69,전라남도 담양군 담양읍 객사리 1-30
472,정상운영,36.81971312,테니스장,천안시,,127.114829,충청남도,,천안실외테니스장,,백석동
473,정상운영,36.31491402,테니스장,,,127.4291652,대전광역시,042-270-4483,한밭정구장,부사동 177,대전 중구 부사동 177
474,정상운영,35.42563223,테니스장,고창군,월산리,126.7296644,전라북도,,월산동네체육시설테니스장,전라북도 고창군 고창읍 월산길 6,전라북도 고창군 고창읍 월산리 502 민방위급수시설
475,정상운영,36.60308755,테니스장,문경시,흥덕동,128.2123726,경상북도,054-550-6093,영강체육공원테니스장,경상북도 문경시 영강공원길 125 (흥덕동),경상북도 문경시 흥덕동  77-2
476,정상운영,37.81302783,테니스장,양주시,,126.9839737,경기도,,백석생활체육공원테니스장,백석읍 오산리 239-3번지 일원,경기 양주시 백석읍 오산리 239-3
477,정상운영,,테니스장,양산시,,,경상남도,,하북체육공원테니스장,,
478,정상운영,,테니스장,중구,,,서울특별시,02-2280-8455,손기정체육공원테니스장,,
479,정상운영,35.99064474,테니스장,포항시,도구리,129.441156,경상북도,054-270-2804,동해테니스장,경상북도 포항시 남구 동해면 일월로71번길 15,경상북도 포항시 남구 동해면 도구리 621-1
480,정상운영,37.83962663,테니스장,옹진군,대청리,124.7071397,인천광역시,032-899-2262,대청면체육시설테니스장,인천광역시 옹진군 대청면 대청북로 55-1,
481,정상운영,35.83392886,테니스장,군산시,,129.2082561,전라북도,,군산월명종합경기장테니스장,사정동 164-1,사정동 164-1
482,정상운영,,테니스장,양구군,,,강원도,033-480-2931,남면테니스장,,
483,정상운영,,테니스장,광진구,,,서울특별시,02-450-7589,아차산배수지체육공원테니스장,,구의동 산25-1
484,정상운영,37.67041561,테니스장,고양시,,126.7372602,경기도,,대화레포츠공원테니스장,대화동 2314,경기 고양시 일산서구 대화동 2314
485,정상운영,37.22237148,테니스장,옹진군,서포리,126.1177151,인천광역시,032-899-2262,덕적면체육시설테니스장,인천광역시 옹진군 덕적면 덕적남로 572,
486,폐업,36.737855,테니스장,태안군,평천리,126.3316964,충청남도,041-670-2765,태안테니스장,충청남도 태안군 태안읍 반곡리1160-5,
487,정상운영,,테니스장,,,,서울특별시,,한강공원잠원지구테니스장,,
488,정상운영,37.55201089,테니스장,,능동,127.0787741,서울특별시,02-450-9310,어린이대공원테니스장,서울특별시 광진구 능동로 216 (능동),
489,정상운영,38.22329362,테니스장,인제군,천도리,128.2079207,강원도,033-460-2281,서화면테니스장,강원도 인제군 서화면 금강로 1422,
490,정상운영,,테니스장,진안군,,,전라북도,063-430-2255,용담테니스장,,
491,정상운영,36.78864906,테니스장,증평군,,127.581719,충청북도,043-835-4121,대교테니스장,,
492,정상운영,35.18849961,테니스장,진주시,이현동,128.0623221,경상남도,055-742-7278,남가람테니스장,경상남도 진주시 평거로 249-5 (이현동),
493,정상운영,35.85992363,테니스장,동구,율하동,128.69284,대구광역시,053-662-2862,율하체육공원테니스장,대구광역시 동구 금호강변로 278 (율하동),대구광역시 동구 율하동  1626
494,정상운영,36.1449243,테니스장,김천시,삼락동,128.0880878,경상북도,,김천국제실내테니스장,경상북도 김천시 운동장길 1 (삼락동),경상북도 김천시 삼락동  488-1 김천종합스포츠타운
495,정상운영,37.13089149,테니스장,제천시,화산동,128.2151605,충청북도,043-641-5593,제천정구장,충청북도 제천시 숭의로 85 (화산동),충청북도 제천시 화산동 128-1 제천시민광장
496,정상운영,37.78559549,테니스장,파주시,,126.8477969,경기도,,광탄테니스장,광탄면 신산리 산16-21,경기 파주시 광탄면 신산리 산 16-21
497,정상운영,35.96720889,테니스장,군산시,오식도동,126.5701878,전라북도,,생말공원테니스장,전라북도 군산시 분멀5길 29 (오식도동),전라북도 군산시 오식도동  508-1 군산시투자유치사업단
498,정상운영,37.76001299,테니스장,의정부시,,127.0279671,경기도,031-828-6882,종합운동장테니스장,의정부시 체육로 90,경기 의정부시 체육로 90
499,정상운영,35.95633457,테니스장,포항시,,129.4003002,경상북도,054-270-2804,문덕테니스장,,
500,정상운영,38.15918556,테니스장,철원군,군탄리,127.3020914,강원도,033-450-5291,공설운동장테니스장,강원도 철원군 갈말읍 갈말로 53-1,강원도 철원군 갈말읍 군탄리 산99-2 철원종합운동장
501,정상운영,,테니스장,청송군,,,경상북도,054-7870-6572,청송군민회관테니스장,,
502,정상운영,35.56465206,테니스장,중구,유곡동,129.2836378,울산광역시,052-290-7663,유곡테니스장,울산광역시 중구 종가로 65 (유곡동),울산광역시 중구 유곡동  891-1 유곡동테니스장관리사무소
503,정상운영,,테니스장,,,,광주광역시,070-8808-2266,진월국제테니스장,,
504,정상운영,36.78585699,테니스장,증평군,,127.5740239,충청북도,043-835-4121,반탄테니스장,,
505,정상운영,35.18515988,테니스장,창원시,천선동,128.6968737,경상남도,,성주주민운동장테니스장,,경남 창원시 성산구 천선동 1296-51
506,정상운영,37.8890103,테니스장,포천시,구읍리,127.1999552,경기도,,소흘읍생활체육공원테니스장,경기도 포천시 군내면 호국로 1518,경기도 포천시 군내면 구읍리 691
507,정상운영,,테니스장,진안군,,,전라북도,063-430-2255,동향테니스장,,
508,정상운영,37.77410678,테니스장,파주시,,126.7263422,경기도,,금촌체육공원테니스장,,금촌동 378
509,정상운영,36.30473554,테니스장,서구,복수동,127.3797865,대전광역시,042-611-6593,오량실내테니스장,대전광역시 서구 유등로 135 (복수동),대전광역시 서구 복수동  405 오량실내테니스장
510,정상운영,34.84822212,테니스장,무안군,월암리,126.4921276,전라남도,061-450-4097,일로테니스장,전라남도 무안군 일로읍 공원길 48,
511,정상운영,37.41494552,테니스장,광주시,경안동,127.2517686,경기도,,광주시공설운동장테니스장,경기도 광주시 파발로 176 (경안동),경기도 광주시 경안동  123-4 광주시공설운동장
512,정상운영,,테니스장,당진시,,,충청남도,,당진읍체육공원테니스장,,
513,정상운영,37.87387618,테니스장,강릉시,,128.8359083,강원도,,강북테니스장,,
514,정상운영,37.9713221,테니스장,포천시,,127.3266491,경기도,,일동테니스전용구장,일동면 수입리 69-9,경기 포천시 일동면 수입리 69-9
515,정상운영,35.56107757,테니스장,정읍시,상평동,126.8360966,전라북도,063-539-5255,정읍체육공원테니스장,전라북도 정읍시 서부산업도로 138-5 (상평동),
516,정상운영,,테니스장,양평군,,,경기도,,지평레포츠공원테니스장,,
517,정상운영,36.29264125,테니스장,서구,관저동,127.3340326,대전광역시,,관저테니스장,대전광역시 서구 구봉산북로 121 (관저동),대전광역시 서구 관저동  1580 관저테니스장
518,정상운영,37.2559312,테니스장,삼척시,늑구리,129.0568819,강원도,,도계테니스장,강원도 삼척시 도계읍 늑구1길 10,강원도 삼척시 도계읍 늑구리 135-1
519,정상운영,,테니스장,관악구,,,서울특별시,02-879-6521,선우공원테니스장,,
520,정상운영,37.19939282,테니스장,화성시,,126.831329,경기도,,시청테니스장,남양동 2000,경기 화성시 남양읍 남양리 2000
521,정상운영,35.64838686,테니스장,청도군,동천리,128.7186818,경상북도,054-370-6394,국민체육센터테니스장,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457
522,정상운영,,테니스장,,,,부산광역시,,대저생태공원테니스장,,
523,정상운영,35.8901191,테니스장,달성군,달천리,128.4779466,대구광역시,053-668-2182,다사체육공원테니스장,대구광역시 달성군 다사읍 다사로 441,
524,정상운영,37.41641839,테니스장,시흥시,매화동,126.816609,경기도,,매화동테니스장,경기도 시흥시 수인로 2918-1 (매화동),경기도 시흥시 매화동  106-2 금호스텐상사
525,정상운영,,테니스장,수원시,,,경기도,,여기산공원테니스장,서둔동 259-5,서둔동 259-5
526,정상운영,,테니스장,,,,서울특별시,,월드컵공원테니스장,,
527,정상운영,35.23106648,테니스장,창원시,,128.6956941,경상남도,,도계체육공원테니스장,토월동 709,경남 창원시 성산구 토월동 709
528,정상운영,,테니스장,해운대구,,,부산광역시,051-749-4122,반송3동테니스장,,
529,정상운영,37.51149094,테니스장,구로구,신정동,126.8502917,서울특별시,02-860-3364,계남근린공원테니스장,"서울특별시 양천구 신정로 260 (신정동, 신트리4단지아파트)",서울특별시 양천구 신정동 1277 신트리4단지아파트
530,정상운영,37.18020529,테니스장,영월군,쌍용리,128.3251587,강원도,,쌍용4리 테니스장,강원도 영월군 한반도면 쌍용로 172-4,강원도 영월군 한반도면 쌍용리 450-6
531,정상운영,35.16742686,테니스장,,우동,129.1376942,부산광역시,,올림픽기념국민생활관,부산광역시 해운대구 APEC로 68 (우동),부산광역시 해운대구 우동  1127-37 부산사회체육센타
532,정상운영,,테니스장,양평군,,,경기도,,청운레포츠공원테니스장,,
533,정상운영,34.54563053,테니스장,고흥군,용정리,127.1395098,전라남도,061-830-6728,녹동테니스장,전라남도 고흥군 도양읍 우주항공로 229,전라남도 고흥군 도양읍 용정리 1168-31 체육시설
534,정상운영,,테니스장,김해시,,,경상남도,,동부테니스장,,
535,정상운영,,테니스장,당진시,,,충청남도,,순성체육공원테니스장,,
536,정상운영,34.89332261,테니스장,거제시,고현동,128.6327174,경상남도,055-639-3914,양정테니스장,"경상남도 거제시 중곡로2길 12 (고현동, 고려6차아파트)",
537,정상운영,35.97039389,테니스장,익산시,부송동,126.9966917,전라북도,063-859-5426,문화체육센터테니스장,전라북도 익산시 선화로 823 (부송동),
538,정상운영,35.16995738,테니스장,강서구,대저2동,128.9593986,부산광역시,051-970-4121,덕두테니스장,,부산 강서구 대저2동 2651
539,정상운영,,테니스장,강동구,,,서울특별시,,강일테니스장,,
540,정상운영,36.41819957,테니스장,영덕군,화개리,129.3662759,경상북도,054-730-7354,영덕군민테니스장,경상북도 영덕군 영덕읍 경동로 8338,
541,정상운영,38.18568515,테니스장,철원군,,127.2312506,강원도,033-450-4893,오지리테니스장,강원 철원군 동송읍 오지리 1031-3,강원 철원군 동송읍 오지리 1031-3
542,정상운영,37.2792346,테니스장,용인시,,127.164695,경기도,,동백테니스장,동백동 589,경기 용인시 기흥구 동백동 589
543,정상운영,36.07568633,테니스장,칠곡군,남율리,128.3913602,경상북도,054-979-5202,칠곡석적테니스장,경상북도 칠곡군 석적읍 석적로 933-9,경상북도 칠곡군 석적읍 남율리 710
544,정상운영,37.53246311,테니스장,계양구,서운동,126.7438869,인천광역시,032-450-5823,계양테니스장,인천광역시 계양구 봉오대로 855 (서운동),인천광역시 계양구 서운동 110 계양경기장
545,정상운영,37.85086975,테니스장,파주시,,126.7903104,경기도,,통일공원테니스장,파주읍 봉서리 산42,경기 파주시 파주읍 봉서리 산 42
546,정상운영,,테니스장,양평군,,,경기도,,강상테니스장,,
547,정상운영,38.23147405,테니스장,철원군,육단리,127.4732245,강원도,033-450-4893,근남테니스장,강원도 철원군 근남면 하오재로 1998,강원도 철원군 근남면 육단리 176-8
548,폐업,35.57378247,테니스장,합천군,,128.2100933,경상남도,055-930-4934,율곡영전수변공원테니스장,경남 합천군 율곡면 영전리 786-1,경남 합천군 율곡면 영전리 786-1
549,정상운영,36.58141063,테니스장,횡성군,,128.7416918,강원도,033-340-5955,섬강테니스장,,명륜동 313번지
550,정상운영,37.20401189,테니스장,화성시,,127.0636047,경기도,,동탄센트럴파크테니스장,반송동 59,경기 화성시 반송동 59
551,정상운영,37.58378125,테니스장,강서구,,126.8156478,서울특별시,02-2600-6579,구립테니스장,방화동 36-14 일대,서울 강서구 방화동 36-14
552,정상운영,,테니스장,원주시,,,강원도,033-737-4308,백운테니스장,,흥업면 흥업리 768 외16번지
553,폐업,37.5512277,테니스장,강동구,,127.1640061,서울특별시,02-3425-5264,강동테니스장,상일동 135,서울 강동구 상일동 135
554,정상운영,35.55704616,테니스장,합천군,,128.2661192,경상남도,055-930-4934,초계테니스장,경남 합천군 초계면 초계리 139-5,경남 합천군 초계면 초계리 139-5
555,정상운영,,테니스장,창원시,,,경상남도,,반지어울림운동장테니스장,,
556,폐업,37.71777857,테니스장,고양시,,126.9074494,경기도,031-8075-2341,벽제배수지테니스장,벽제동 산 43-32,
557,정상운영,,테니스장,횡성군,,,강원도,033-340-5964,둔내테니스장,,
558,정상운영,34.75336431,테니스장,여수시,문수동,127.7019939,전라남도,061-659-3269,여문테니스장,전라남도 여수시 문수로 53-32 (문수동),전라남도 여수시 문수동  169 여수환경도서관
559,정상운영,35.87313311,테니스장,진안군,봉학리,127.4290731,전라북도,063-430-2255,정천테니스장,전라북도 진안군 정천면 봉학로 66,전라북도 진안군 정천면 봉학리 547 정천면사무소
560,정상운영,37.62593218,테니스장,고양시,,126.8294047,경기도,,토당제2근린공원테니스장,토당동 3-39,경기 고양시 덕양구 토당동 3-39
