addr_ctpv_nm,nation_yn,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"경상남도","N",416,"","정상운영","2016-12-31","","",126,"","Wt2c5IZjv2EGagcaMtJ9tcmrripEKdAKLCNxPe31RO0=","축구장","함안군","","함안군","","","2020-07-27","공공","경상남도","여항면운동장","","N","축구장",""
"경상북도","N",417,"20100904","정상운영","2016-11-07","실내외","745889",8013,"","dELvyl0e71ayRMwLl5EW1dL7iL2UC7WBbuCnJQvcNzI=","축구장","문경시","","문경시","745889","054-550-6093","2021-06-18","공공","경상북도","영강체육공원축구장","경북 문경시 흥덕동 47","N","축구장","경북 문경시 흥덕동 47"
"서울특별시","N",418,"20060930","정상운영","2016-12-31","실외","03311","","","FhWriajaDmBfuJWIdljiM/w+7THwDfybGwJAty78pBY=","축구장","은평구","","은평구","03311","02-350-5393","2019-01-26","공공","서울특별시","은평구립축구장","서울특별시 은평구 진관1로 46 (진관동)","N","축구장","서울특별시 은평구 진관동 362-2 은평구립축구장"
"부산광역시","N",419,"19999999","정상운영","2016-12-31","실외","619961",21709,"","ISG2XPwgU9S5Qifs0O0onfqWxVui+2lqHt/6ovCe7R4=","축구장","기장군","","기장군","619961","051-792-4888","2022-12-19","공공","부산광역시","정관체육시설축구장","부산광역시 기장군 정관읍 정관중앙로 138-11","N","축구장","부산 기장군 정관읍 정관중앙로 138-11"
"경기도","N",420,"","정상운영","2016-11-07","실외","16104","","","dBlBJ8pe3TwowTvARf02ov+AMb3R7AjTyZGTgVuMQ24=","축구장","의왕시","월암동","의왕시","16104","031-461-5395","2020-07-27","공공","경기도","부곡체육공원축구장","경기도 의왕시 부곡공원길 6 (월암동)","N","축구장","경기도 의왕시 월암동  421 부곡체육공원"
"경기도","N",421,"19999999","정상운영","2016-12-31","실외","14302","","","Y1uu2LbgTxNcv3cnjAaxKFADZNj1oRH9awWB2LjEd04=","축구장","광명시","노온사동","광명시","14302","02-2610-7375","2022-11-29","공공","경기도","노온다목적운동장","경기도 광명시 밤일로 75 (노온사동)","N","축구장","경기도 광명시 노온사동 2-1"
"경기도","N",422,"","정상운영","2016-12-31","","","","","cIuRr5jKxBuMUBHFGCq9RvrNpJs4+IrEGw0vbZvWZE4=","축구장","파주시","","파주시","","","2020-07-27","공공","경기도","맑은물체육공원","","N","축구장","가람로 150-41"
"경상남도","N",423,"20101028","정상운영","2016-12-31","없음","52516","","","uuBznApZPybR8Vv/FG0q6+rlZvMfFbelQnLg/SUlYTc=","축구장","사천시","수석리","사천시","52516","055-831-3347","2019-03-05","공공","경상남도","사천보조축구장","경상남도 사천시 사천읍 운동장길 7","N","축구장",""
"충청북도","N",424,"20030311","정상운영","2016-12-31","실외","28026","","","w43UAYUuQSX9Iy1a92ANf5iRGrMGesJE2aF1WbkV3J4=","축구장","괴산군","서부리","괴산군","28026","043-830-3830","2018-03-22","공공","충청북도","미니축구장","충청북도 괴산군 괴산읍 임꺽정로 75","N","축구장",""
"경상남도","N",425,"","정상운영","2016-12-31","실외","50229","","","GAia0uvDfSMN2FfH+JMmRDnKfOIPhKequEUamatn9jc=","축구장","합천군","합천리","합천군","50229","055-930-4933","2020-07-27","공공","경상남도","합천공설운동장잔디축구장","경상남도 합천군 합천읍 장수로 1-1","N","축구장","경상남도 합천군 합천읍 합천리 931 합천공설운동장"
"경상북도","N",426,"","정상운영","2016-11-07","","37532",0,"","ujBjIlrv7Eg/XLHJ8RlHxWOQ2XCiz+2JPa0xuQW4+OQ=","축구장","포항시","용전리","포항시 북구","37532","","2020-07-27","공공","경상북도","흥해곡강축구장","경상북도 포항시 북구 흥해읍 덕실마을길3번길 94","N","축구장","경상북도 포항시 북구 흥해읍 용전리 719-10"
"전라북도","N",427,"20091116","정상운영","2016-11-07","실외","56319",2938,"","Y0n+ikIA7O0+ZlaL19QcTSC8v6dOkumIaGpn8TTyTPw=","축구장","부안군","진동리","부안군","56319","063-580-4691","2020-02-05","공공","전라북도","스포츠파크보조축구장","전라북도 부안군 행안면 체육공원길 31","N","축구장","전라북도 부안군 행안면 진동리 933 부안 스포츠파크"
"부산광역시","N",428,"","정상운영","2016-12-31","","","","","31uYqkQY8B5lmjtNLSM5sNqkTz34gInGEFZcf0ScdP4=","축구장","금정구","","금정구","","","2020-07-27","공공","부산광역시","오륜동인조잔디구장","","N","축구장",""
"충청북도","N",429,"20110101","정상운영","2016-11-07","","","","","v73RHGLdMVMKX9UTrL+h22wq433k7EWYYOsqPp8xGbE=","축구장","증평군","","증평군","","043-835-4121","2016-12-27","공공","충청북도","축구전용구장","","N","축구장",""
"광주광역시","N",430,"","정상운영","2016-12-31","없음","506802","","","+A1aEapurVBjXbwf8q+yiuz1uuKsRNyAQXqJzJQGdwg=","축구장","","","광산구","506802","062-613-7000","2020-07-27","공공","광주광역시","광주지방공무원교육원축구장","광산구 소촌로 152번길 53-27","N","축구장",""
"충청남도","N",431,"19990101","정상운영","2016-12-31","실내외","33117",1157,"","i2vykvK0kJABSiIRo7OPK05XU+xbn6DN7OoYUYXhtpw=","축구장","부여군","나복리","부여군","33117","041-835-2941","2022-07-05","공공","충청남도","부여종합운동장보조경기장","충청남도 부여군 규암면 호수로 82","N","축구장","충청남도 부여군 규암면 나복리 456"
"강원도","N",432,"20050522","정상운영","2016-12-31","실외","25115","","","y36mRb27yMCc5SIEW8v6+9iWlbVXVujhzZKectORsFg=","축구장","홍천군","상화계리","홍천군","25115","033-430-2453","2017-07-31","공공","강원도","북방공설운동장","강원도 홍천군 북방면 두개비산로 313","N","축구장",""
"대구광역시","N",433,"20101124","정상운영","2016-11-07","실외","42907","","","XMRsVETyJuxcURFVf05aat6mXI8GBMWWhLsppkY+Kko=","축구장","달성군","달천리","달성군","42907","053-659-4105","2017-01-25","공공","대구광역시","다사체육공원축구장","대구광역시 달성군 다사읍 다사로 441","N","축구장",""
"대구광역시","N",434,"19780101","정상운영","2016-11-07","없음","41594",202,"","xtchCVIkbc5EHX153EN4JIowgRD2Yeye8rli2vtvh7I=","축구장","","고성동3가","북구","41594","053-606-8200","2017-08-23","공공","대구광역시","다목적유소년축구장","대구광역시 북구 고성로 191 (고성동3가)","N","축구장",""
"경상남도","N",435,"","폐업","2016-12-31","실외","50213","","","+naAiS+fgTP252aKkr5TowuJFu6Ro8Ugc6NKURlnHXY=","축구장","합천군","성산리","합천군","50213","055-930-3745","2020-07-27","공공","경상남도","생활체육공원다목적구장보조구장","경상남도 합천군 용주면 손목3길 76-82","N","축구장","경상남도 합천군 용주면 성산리 959-2"
"경기도","N",436,"","정상운영","2016-12-31","실외","10444","","","VcXa2A5GqSAIhFbb14I9+9WXS1qRo1KcOo1MnC3d3a8=","축구장","고양시","백석동","고양시 일산동구","10444","","2020-07-27","공공","경기도","백석공원근린공원축구장","경기도 고양시 일산동구 일산로 136 (백석동)","N","축구장",""
"경상남도","N",437,"19990101","정상운영","2016-12-31","실외","52249",37540,"","lSKG4X92Kx90mBhlnGMA/LUmYQDLdExv7TyuJEDSeH8=","축구장","산청군","하정리","산청군","52249","055-970-6433","2022-08-22","공공","경상남도","남부체육공원 축구장","경상남도 산청군 신안면 지리산대로3510번길 18","N","축구장","경상남도 산청군 신안면 하정리 567"
"부산광역시","N",438,"","정상운영","2016-12-31","","","","","WS6PpioCo4K1BGASo1uLK9Haq2AkQ+8sEVYLw2pY1SQ=","축구장","강서구","","강서구","","","2020-07-27","공공","부산광역시","신호공원인조잔디운동장","","N","축구장",""
"경상남도","N",439,"20070906","정상운영","2016-12-31","없음","664220","","","OCECmFxqsLS9JcZd9ddfrs/+o9OfLfRuxP32AG070ME=","축구장","사천시","","사천시","664220","055-831-2407","2017-06-16","공공","경상남도","남일대축구장","향촌동 649","N","축구장",""
"강원도","N",440,"20090914","정상운영","2016-11-07","","","","","QXJ02gBG3T0qjWJT6IOhanKwMmYcPHrlzHe5aErRTkk=","축구장","화천군","","화천군","","033-440-2257","2016-12-05","공공","강원도","상서체육공원인조구장","상서면 산양리 454-1","N","축구장","강원 화천군 상서면 산양리 454-1"
"경기도","N",441,"","정상운영","2016-12-31","실외","10223","","","VktPOLrrRaJSm2Xzmo4cqJAY8WwRLHcpoMwPwLESRtQ=","축구장","고양시","대화동","고양시 일산서구","10223","","2020-07-27","공공","경기도","대화레포츠공원축구장","경기도 고양시 일산서구 대화로156번길 39 (대화동)","N","축구장",""
"경상남도","N",442,"20040301","정상운영","2016-12-31","실외","52107",262,"","Mtfph1B/FqYRem+vQovcrEkF7iNNc0caJFd2RBaPzUY=","축구장","의령군","감암리","의령군","52107","055-570-2872","2018-05-21","공공","경상남도","부림공설운동장","경상남도 의령군 부림면 미타로 45-26","N","축구장","경상남도 의령군 부림면 감암리 1211 공설운동장"
"경상북도","N",443,"20071227","정상운영","2016-12-31","실외","37405",10234,"","CKWhAe05A/fHBzEwFrtluVOCBhe1We/WGbQNQh6iA1Y=","축구장","청송군","진안리","청송군","37405","054-870-6572","2022-11-08","공공","경상북도","생활체육공원축구장","경상북도 청송군 진보면 진안동4길 24","N","축구장",""
"경상북도","N",444,"","정상운영","2016-12-31","","",168,"","N5sE5XVbkXymceSwubWoPQfb58bPlDQX9Vb69ehGvHs=","축구장","울진군","","울진군","","","2020-07-27","공공","경상북도","후포생활체육공원인조잔디축구장","","N","축구장",""
"강원도","N",445,"20010706","정상운영","2016-11-07","없음","24624","","","zqWlPi6WGn4sdoVZN2H3qZFzjbTmlyih07/dnf0sL78=","축구장","인제군","남북리","인제군","24624","033-460-2281","2017-12-31","공공","강원도","인제잔디구장","강원도 인제군 인제읍 비봉로44번길 113","N","축구장",""
"경상남도","N",446,"","정상운영","2016-12-31","","641240",172,"","13zM6zwPFZbRokIPS2GbHb2avL7qk+OzTGiXaNPGbws=","축구장","창원시","","창원시","641240","","2020-07-27","공공","경상남도","창원축구센터보조경기장1","퇴촌동 산28","N","축구장","경남 창원시 의창구 퇴촌동 산 28"
"경상남도","N",447,"20040715","정상운영","2016-12-31","실외","50213","","","tuIQayob4qTsLZw4kd0ceGBs7HiCi+BfNhiDiyD/eng=","축구장","합천군","성산리","합천군","50213","055-930-3745","2019-11-15","공공","경상남도","군민생활체육공원인조잔디축구장(2)","경상남도 합천군 용주면 손목3길 76-82","N","축구장","경상남도 합천군 용주면 성산리 959-2"
"강원도","N",448,"20090716","정상운영","2016-12-31","","","","","DoMHUr7Ue3ieEu/ZBDb+6C6bbNeNRledfdyBDVBozZQ=","축구장","양양군","","양양군","","033-670-2732","2016-12-31","공공","강원도","양양잔디축구장","","N","축구장",""
"경기도","N",449,"","정상운영","2016-12-31","","459824","","","mZaH49JUDqgmsqXYPZh/d1L/vZM2RNyxn4hiq+zndoc=","축구장","평택시","","평택시","459824","","2020-07-27","공공","경기도","이충레포츠공원축구장","이충동 산19-5","N","축구장","경기 평택시 이충동 산 19-5"
"제주특별자치도","N",450,"","정상운영","2016-12-31","","",158,"","MzLggGgxN8TlQUnZx7Dp0IX9y3N8nT1yeCDH/zirHE8=","축구장","제주시","","제주시","","","2020-07-27","공공","제주특별자치도","우도축구장","","N","축구장",""
"제주특별자치도","N",451,"","정상운영","2016-12-31","","",218,"","qMWt/+9jlKdsGH59yJzCJ2ZJV1Ieyr4KgeXpiXa4yYc=","축구장","제주시","","제주시","","","2020-07-27","공공","제주특별자치도","삼양축구장","","N","축구장",""
"전라남도","N",452,"19940101","정상운영","2016-12-31","실외","59451",3163,"","p/cZTp7VNWWe/bhJu9XZ0Y107up4/ccvr9KuWYM9LgE=","축구장","보성군","보성리","보성군","59451","061-850-5857","2019-07-23","공공","전라남도","보성공설운동장","전라남도 보성군 보성읍 용문길 18","N","축구장",""
"전라남도","N",453,"20100101","정상운영","2016-12-31","실외","59405",100,"","uSri29yneRVPVtfefyJi3kRsNDyZBnCeLtZ//3AI6Q8=","축구장","보성군","복내리","보성군","59405","061-850-5958","2019-07-23","공공","전라남도","복내체육공원축구장","전라남도 보성군 복내면 송재로 1829-14","N","축구장",""
"부산광역시","N",454,"","정상운영","2016-12-31","","","","","jmyVbW9VyB9OLsq/h171ZoFcBB8NRYHEZ8i0DpgpMcU=","축구장","","","금정구","","","2020-07-27","공공","부산광역시","부산지방공단스포원축구장","","N","축구장",""
"경상북도","N",455,"","정상운영","2016-12-31","","",0,"","w+sWHIK1xvTJP1SJbve+dewMLDqPxzLM2vfLeFAKjVk=","축구장","울진군","","울진군","","","2020-07-27","공공","경상북도","평해남대천축구장","","N","축구장",""
"충청북도","N",456,"20150330","정상운영","2016-12-31","실외","28039","","","lGF3LC65+FZPxycsGYInI3djqjBWfesUC9yhPEdfvA0=","축구장","괴산군","검승리","괴산군","28039","043-830-3820","2018-03-22","공공","충청북도","괴강관광지축구장","충청북도 괴산군 괴산읍 충민로검승3길 41","N","축구장",""
"경기도","N",457,"","정상운영","2016-12-31","실외","17956","","","4X8tEcpaLbAyCiroLJXJBBBBDPkIVCPZ22CVBiCbAXo=","축구장","평택시","원정리","평택시","17956","","2020-07-27","공공","경기도","포승 여술근린공원 축구장","경기도 평택시 포승읍 포승공단순환로 578","N","축구장",""
"전라남도","N",458,"20101030","정상운영","2016-12-31","실외","520130",81,"","Zo+2vGLW7tTRdBuiUg9BRBN1w7gnLDdjXRPNiCE/1TA=","축구장","나주시","","나주시","520130","061-339-4522","2019-01-02","공공","전라남도","종합운동장보조축구장","영산강변로 99","N","축구장","전남 나주시 영산강변로 99"
"경상북도","N",459,"20111206","정상운영","2016-11-07","","40102","","","/eFQxJsxEnKL/8KehWgKHX44h6TmyBXxnSzD4lNOGsQ=","축구장","고령군","호촌리","고령군","40102","054-950-7704","2016-12-14","공공","경상북도","사문진생활체육공원","경상북도 고령군 다산면 사문진로 157","N","축구장","경상북도 고령군 다산면 호촌리 711-7"
"강원도","N",460,"20051222","정상운영","2016-12-31","","217030",169,"","Fx5XkSw1joFeXRqeXNqjETHIEw+6JNHb8Qb24ArN1UM=","축구장","속초시","","속초시","217030","033-639-2474","2016-12-31","공공","강원도","인조잔디축구장","속초시 번영로 105번길 11","N","축구장","강원 속초시 번영로105번길 11"
"인천광역시","N",461,"","정상운영","2016-12-31","실외","23131",922,"","K0mo1GsDFANoGen6xgzJNkrEaCATCGtnyg3t/lvIv6M=","축구장","옹진군","서포리","옹진군","23131","","2020-07-27","공공","인천광역시","덕적면종합운동장","인천광역시 옹진군 덕적면 덕적남로 572","N","축구장",""
"경상남도","N",462,"19990101","정상운영","2016-12-31","실외","635831",46343,"","5lhEAD9DIKxIIP6VwsbpWsPxYTuRzx5UtOkLI+AVKqI=","축구장","창녕군","","창녕군","","055-530-6744","2021-11-22","공공","경상남도","이방우산체육시설","경남 창녕군 이방면 장천리 1097","N","축구장","경남 창녕군 이방면 장천리 1097"
"경상남도","N",463,"","정상운영","2016-12-31","실외","50247",72,"","sSr1X4okBQ0nJwtYS8M2QAgukliskbncpMoF6crItgc=","축구장","합천군","상부리","합천군","50247","055-930-4934","2020-07-27","공공","경상남도","적중생활체육공원축구장","경상남도 합천군 적중면 상중부중앙길 71-29","N","축구장","경상남도 합천군 적중면 상부리 242 적중체육공원화장실"
"경기도","N",464,"","정상운영","2016-12-31","없음","482841","","","FU565wo6+12rs26v2GtjkX34kqT2MapwX1jwQR7fQ2U=","축구장","양주시","","양주시","482841","031-828-9735","2020-07-27","공공","경기도","광적생활체육공원 축구장","양주시 광적면 광석리 181-3","N","축구장","경기 양주시 광적면 광석리 181-3"
"경상북도","N",465,"","정상운영","2016-11-07","","716804",72,"","c8ce3DBVKiVHRy6OxgSYFwOQ73TwrP1LOQjBMD53Luo=","축구장","군위군","","군위군","716804","054-380-7212","2020-07-27","공공","경상북도","생활체육공원축구장(2)","군위읍 서부리 471","N","축구장","경북 군위군 군위읍 서부리 471"
"충청남도","N",466,"","정상운영","2016-12-31","","",2172,"","gOIGxd0jQf5LfQ8gJ9x20c/Y5NendvYe1NZzscFB7YA=","축구장","천안시","","천안시","","","2020-07-27","공공","충청남도","천안생활체육공원","","N","축구장",""
"경기도","N",467,"","정상운영","2016-11-07","","426170","","","QqZKVd7JW1rBQS+YoJ5d7Cev/ughJ4c8S019mn7Rbno=","축구장","안산시","","안산시","426170","031-481-4990","2020-07-27","공공","경기도","호수공원축구장","사동 1513","N","축구장","경기 안산시 상록구 사동 1513"
"충청북도","N",468,"","정상운영","2016-11-07","","","","","yygZx/nCCqnHN2VhKJGsfGNXDta204KigXn6wEYbpuc=","축구장","증평군","","증평군","","043-835-4121","2020-07-27","공공","충청북도","대교잔디구장","","N","축구장",""
"경상남도","N",469,"","정상운영","2016-12-31","","","","","NiI5414slipd1QFkmeRjXj7V3WTWz02aFrm6+vPEJLc=","축구장","함양군","","함양군","","","2020-07-27","공공","경상남도","휴천공설운동장","","N","축구장",""
"경상북도","N",470,"","정상운영","2016-12-31","","",1189,"","rGaH2jT6XT2FPGvpiLx5UfYvxJZcy7FoCrsRb5+VqDU=","축구장","청송군","","청송군","","054-870-6572","2020-07-27","공공","경상북도","청송군민운동장","청송읍 중앙로 306-39","N","축구장","경북 청송군 청송읍 중앙로 306-39"
"경기도","N",471,"","정상운영","2016-12-31","","413852","","","yVtv6z3295og6PieIcdqHY2IpDqEPpH8NX9jzReGRFo=","축구장","파주시","","파주시","413852","","2020-07-27","공공","경기도","광탄체육공원축구장","광탄면 방축리 386-8","N","축구장","경기 파주시 광탄면 방축리 386-8"
"강원도","N",472,"20090312","정상운영","2016-11-07","없음","24662",936,"","3We327X7EuTeTpBbreQM/sEMybh6npuBuhjd2rsjx14=","축구장","인제군","현리","인제군","24662","033-460-2281","2017-12-31","공공","강원도","기린생활체육공원축구장","강원도 인제군 기린면 덕다리길 31","N","축구장",""
"경기도","N",473,"19999999","정상운영","2016-11-07","실외","12636","","","RMT95BHTeGKSrzSp/LCTEXlpv3I47Ff21PqAtLfwrGM=","축구장","여주시","오학동","여주시","12636","031-887-2972","2020-11-18","공공","경기도","오학체육공원축구장","경기도 여주시 어영실로 152 (오학동)","N","축구장","경기도 여주시 오학동 19-4"
"전라남도","N",474,"","정상운영","2016-12-31","","",26759,"","PrKUM6g4CPZS27LP6+VKoE/oQdyPVA2gkAeCVeP2ipc=","축구장","무안군","","무안군","","","2020-07-27","공공","전라남도","무안스포츠파크축구장","","N","축구장",""
"경상남도","N",475,"","정상운영","2016-12-31","","",93,"","XB6R8gwLgbDSZ4yA42f2eDdcQYeJ5m48Mktwp5b+Zb4=","축구장","함안군","","함안군","","","2020-07-27","공공","경상남도","산인면공설운동장","","N","축구장",""
"경상남도","N",476,"","정상운영","2016-12-31","","",140,"","3T67JVP8IDuQB2yP9vJfrhZ2xAX/BG3CkRf6u34MwL4=","축구장","산청군","","산청군","","","2020-07-27","공공","경상남도","삼장체육공원축구장","","N","축구장",""
"전라북도","N",477,"20101112","정상운영","2016-11-07","실외","579863",1811,"","XyNKGJQoLFEqDt6umfXHWDHz+aEGDbrqjgDWL997/AI=","축구장","부안군","","부안군","579863","063-580-3896","2020-02-05","공공","전라북도","부안청림천문대풋살장","전북 부안군 상서면 노적길 25","N","축구장","전북 부안군 상서면 노적길 25"
"경기도","N",478,"","정상운영","2016-11-07","","12817","","","xBW48s43dAXPOU+/rfEAg1F4RYII6FJutHHB6c+j/as=","축구장","광주시","유정리","광주시","12817","","2020-07-27","공공","경기도","도척그린공원축구장","경기도 광주시 도척면 도척로 690","N","축구장","경기도 광주시 도척면 유정리 211-5"
"경기도","N",479,"","정상운영","2016-11-07","","487030",42,"","fJOs4+Y3hWoPF0WuAAvY1lxtT85vwSvNwFKGWXMQS90=","축구장","포천시","","포천시","487030","","2020-07-27","공공","경기도","설운체육공원내축구장","설운동 559-28","N","축구장","경기 포천시 설운동 559-28"
"경상남도","N",480,"","정상운영","2016-12-31","","641240",4303,"","F0AI0oIlgtqEl3bcFtFQjUC4hrfwAuQ6HvKLaeHemus=","축구장","창원시","","창원시","641240","","2020-07-27","공공","경상남도","창원축구센터하프돔","퇴촌동 산28","N","축구장","경남 창원시 의창구 퇴촌동 산 28"
"경상남도","N",481,"","정상운영","2016-12-31","실외","650803","","","t1mHZ8X1S9JW+XRvXVoH+PRTElg63Ol0x3Q53BOycc0=","축구장","통영시","","통영시","650803","055-650-4720","2020-07-27","공공","경상남도","미수소운동장","미수동601-3번지외11필지","N","축구장","경남 통영시 미수동 601-3"
"경기도","N",482,"","정상운영","2016-11-07","","13904",675,"","u1+hg6BCTWsrzEtVo/6Q0JntQjX4EoHumJpoQxCaPmE=","축구장","안양시","석수동","안양시 만안구","13904","031-389-5218","2020-07-27","공공","경기도","석수체육공원 축구장","경기도 안양시 만안구 안양로 595 (석수동)","N","축구장","경기도 안양시 만안구 석수동  251-1 석수체육공원"
"경기도","N",483,"19990101","정상운영","2016-12-31","실외","482862",2644,"","WPJyuRTKcPBInWT330qMsmMtj+idFJK/5s6CwYgJ4K0=","축구장","양주시","","양주시","482862","031-828-9846","2022-06-28","공공","경기도","에코스포츠센터 축구장","양주시 은현면 봉암리38","N","축구장","경기 양주시 은현면 봉암리 38"
"전라남도","N",484,"","정상운영","2016-12-31","없음","58600","","","ZJrOeIftgH4cc3SvfnOnsNoTdCLewdx0Z2gRdcHYsdk=","축구장","목포시","대양동","목포시","58600","061-274-0171","2020-07-27","공공","전라남도","목포국제축구센터인조잔디구장2","전라남도 목포시 내화마을길 89 (대양동)","N","축구장","전라남도 목포시 대양동 950-4 목포국제축구센터"
"경상남도","N",485,"","정상운영","2016-12-31","","641240",172,"","ww4oV7q8jDMtxcaWTOvTkqGnlX22NNx34Vhs4Ifdm4Y=","축구장","창원시","","창원시","641240","","2020-07-27","공공","경상남도","창원축구센터보조경기장2","퇴촌동 산28","N","축구장","경남 창원시 의창구 퇴촌동 산 28"
"경기도","N",486,"","정상운영","2016-12-31","","","","","dPWwMmh7D5qvYmqjAJfNLuv2ri+JI95BzcPRDNjAIbo=","축구장","양주시","","양주시","","031-828-9735","2020-07-27","공공","경기도","고읍축구장","양주시 광사동 714","N","축구장","경기 양주시 광사동 714"
"경상북도","N",487,"","정상운영","2016-12-31","없음","780834",0,"","GtZbSbUFBAazH8uDdqnRr8vybVymBQCQ1Hsf/IOT44M=","축구장","경주시","","경주시","780834","","2020-07-27","공공","경상북도","감포축구장","감포읍 전동리 50-1","N","축구장","경북 경주시 감포읍 전동리 50-1"
"서울특별시","N",488,"20071026","정상운영","2016-12-31","실외","131812","","","wlaWgELyD0VnV2xu8cMVJ4D6Y9Uf5YxWAPlPq2lhY04=","축구장","중랑구","","중랑구","131812","02-2094-1862","2017-02-09","공공","서울특별시","용마폭포공원 인조잔디축구장","중랑구 면목동 산1-4","N","축구장",""
"전라북도","N",489,"20130114","정상운영","2016-11-07","실외","579883","","","aiKwgBvhdv+RvO/9HHxeTPRtVwA2q1eR6qroo+8YrHo=","축구장","부안군","","부안군","579883","063-580-3176","2020-02-05","공공","전라북도","줄포만갯벌체험축구장","전북 부안군 줄포면 생태공원로 38","N","축구장","전북 부안군 줄포면 생태공원로 38"
"경상북도","N",490,"","정상운영","2016-12-31","","766816",0,"","yOWBO8VYLMEg8AttsE7evl+HoOgyX7ddXhia1u/1uao=","축구장","영덕군","","영덕군","766816","","2020-07-27","공공","경상북도","보조축구장","영덕읍 화개리 22","N","축구장","경북 영덕군 영덕읍 화개리 22"
"전라북도","N",491,"20090619","정상운영","2016-12-31","실외","55535",694,"","yBPt8h+v9ifXCfvy6Ump6a8IjPkGmyvviY+TiMdr/Vk=","축구장","무주군","장기리","무주군","55535","063-320-5903","2021-12-29","공공","전라북도","면생활체육공원(안성축구장)","전라북도 무주군 안성면 구량천로 82","N","축구장",""
"대구광역시","N",492,"20140720","정상운영","2016-11-07","실외","42956","","","l+iJlgiobg+FXZS507ZOGz0ZvwkXGg9NzFxcnSCJB1g=","축구장","달성군","설화리","달성군","42956","053-659-4105","2017-01-25","공공","대구광역시","화원명곡체육공원다목적운동장","대구광역시 달성군 화원읍 비슬로 2480","N","축구장",""
"경상남도","N",493,"19990101","정상운영","2016-12-31","실외","52203",177,"","7uLPGVSBYm7dtWZ3Gi00Hn0x0p9jmmktq1ski1pZmBw=","축구장","산청군","어서리","산청군","52203","055-970-6433","2022-08-22","공공","경상남도","생초체육공원 축구장(1구장)","경상남도 산청군 생초면 생초로 10","N","축구장","경상남도 산청군 생초면 어서리 213 생초체육공원"
"경기도","N",494,"","정상운영","2016-11-07","","11106",649,"","aQQk2k1MubNh2iBFKTcBHf1L1U2MgYpRdqGoMejHj4s=","축구장","포천시","운천리","포천시","11106","","2020-07-27","공공","경기도","영북하수처리시설내축구장","경기도 포천시 영북면 구름내2길 7-1","N","축구장","경기도 포천시 영북면 운천리 577-9"
"부산광역시","N",495,"19990101","정상운영","2016-12-31","실외","617825",9444,"","FK4UqMIOwg41UoZ7O0oQyY7DZqVfig9+QTzLydepTuE=","축구장","","삼락동","사상구","","051-310-6024","2022-07-04","공공","부산광역시","삼락생태공원풋살경기장","부산 사상구 삼락동 29-49","N","축구장","부산 사상구 삼락동 29-49"
"경상남도","N",496,"","정상운영","2016-12-31","실외","50245",43,"","CR75gVqQzMS3x6O8eKHGl9breno914A4VP5jQAnCGTY=","축구장","합천군","택리","합천군","50245","055-930-4934","2020-07-27","공공","경상남도","초계천연잔디축구장","경상남도 합천군 초계면 택리길 60-4","N","축구장","경상남도 합천군 초계면 택리 827"
"경기도","N",497,"19999999","정상운영","2016-12-31","실내외","472863",9494,"","LPU8z3QolHRwIhk0irGEeCB9FkHKReEZy+y/dWfU1rE=","축구장","남양주시","","남양주시","","031-590-5820","2021-04-05","공공","경기도","내곡리생활체육공원인조잔디구장","경기 남양주시 진접읍 내곡리 483-4","N","축구장","경기 남양주시 진접읍 내곡리 483-4"
"경상남도","N",498,"","정상운영","2016-12-31","","","","","NO/TqTLzF4MlZH8YlW8goff1aMwCBcTh2K1/AiuRsmk=","축구장","창원시","","창원시","","","2020-07-27","공공","경상남도","대방체육공원축구장","","N","축구장",""
"강원도","N",499,"19950610","정상운영","2016-12-31","실외","25166","","","ml/lze/mdIyIPEOZqiu1KlSQ/pjIXgyeEfM5IMqAtoI=","축구장","홍천군","풍암리","홍천군","25166","033-430-2453","2017-07-31","공공","강원도","서석면공설운동장","강원도 홍천군 서석면 장막길 3-6","N","축구장",""
"경기도","N",500,"","정상운영","2016-11-07","","440800","","","RJriIrIOfbYPKWxUPkjKk6sr10Y6YOeqn+68EsJxwkQ=","축구장","수원시","","수원시","440800","","2020-07-27","공공","경기도","만석인조잔디구장","송죽동 305-1","N","축구장","경기 수원시 장안구 송죽동 305-1"
"경상북도","N",501,"","정상운영","2016-12-31","실외","36454",226,"","GT4cGGYJNtPBpG1yIoy0mjT3YZvLIyXD2r7xp+IW4Ig=","축구장","영덕군","강구리","영덕군","36454","","2020-07-27","공공","경상북도","강구대게축구장(A,B)","경상북도 영덕군 강구면 강영로 16-111","N","축구장",""
"경기도","N",502,"","정상운영","2016-11-07","없음","11012","","","53EAnymrnXhHn3T+XezHib8FQPGuyn5nF1s6f1C1kkI=","축구장","연천군","옥산리","연천군","11012","","2020-07-27","공공","경기도","연천공설운동장보조경기장","경기도 연천군 연천읍 문화로 150","N","축구장",""
"인천광역시","N",503,"","정상운영","2016-12-31","","","","","bRxhzhR4F6bYTVqQHigyyQOz5V512uwjAAX05srr6gs=","축구장","중구","","중구","","","2020-07-27","공공","인천광역시","영종영마루공원축구장","","N","축구장",""
