addr_ctpv_nm,stand_seat_cnt,nation_yn,row_num,base_ymd,fmng_dept_nm,faci_stat_nm,faci_mng_type_cd,fmng_type_gb_nm,reg_dt,fmng_cpb_nm,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_cd_hash,fmng_cp_nm,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_mng_user_telno,faci_nm,faci_road_addr,cp_ymd,atnm_chk_yn,fcob_nm,faci_addr,stand_cpt_psn_cnt,ssm_dsn_yn
"대전광역시","","N",509,"","문화체육과","정상운영","위탁운영        ","지자체","2016-11-07","서구","실내","36.3047355361","35406",2702,"AWnUKavsvZ7/Cm1XFayiAlqwXZi5MBSSVE3xmtA+dUc=","대전광역시","테니스장","서구","복수동","서구","35406","042-586-0755","127.3797864916","2020-07-27","공공","대전광역시","042-611-6593","오량실내테니스장","대전광역시 서구 유등로 135 (복수동)","","N","테니스장","대전광역시 서구 복수동  405 오량실내테니스장","","X"
"전라남도","","N",510,"","체육시설사업소","정상운영","자체운영        ","지자체","2016-12-31","무안군","실외","34.8482221248","58575",3387,"u3A2hGB9sd4Ol87jZ6OyYsQsdJDCYJ0CCozDeHgg/xU=","전라남도","테니스장","무안군","월암리","무안군","58575","","126.4921276126","2020-07-27","공공","전라남도","061-450-4097","일로테니스장","전라남도 무안군 일로읍 공원길 48","","N","테니스장","","",""
"경기도","","N",511,"","","정상운영","위탁운영        ","지자체","2016-11-07","광주시","","37.414945523","12755",1600,"ZtfWjiDHiBCEjNCVfzOm40QoM30spFg7eXCRdv4FxX4=","경기도","테니스장","광주시","경안동","광주시","12755","","127.2517686384","2020-07-27","공공","경기도","","광주시공설운동장테니스장","경기도 광주시 파발로 176 (경안동)","","N","테니스장","경기도 광주시 경안동  123-4 광주시공설운동장","",""
"충청남도","","N",512,"","","정상운영","","지자체","2016-12-31","당진시","","","","","u1//0iel4lhOf+Zx4AL3E2W5t7v3zTd4Iy6lb2RUvNk=","충청남도","테니스장","당진시","","당진시","","","","2020-07-27","공공","충청남도","","당진읍체육공원테니스장","","","N","테니스장","","",""
"강원도",54,"N",513,"20090129","문화체육시설사업소","정상운영","위탁운영        ","지자체","2016-11-07","강릉시","","37.87387617800014","",121,"jipmjQ0eV3vV4G8U0LlDYSL5GekX/VJkTHVR5rAbCow=","강원도","테니스장","강릉시","","강릉시","","","128.83590834226925","2016-12-26","공공","강원도","","강북테니스장","","20090129","N","테니스장","",54,""
"경기도",100,"N",514,"","","정상운영","","지자체","2016-12-31","포천시","실외","37.9713220952","487855",45,"qUEWGOVZpSla2ZmznjvW7XgXDLOfvMuB8cYIC7vI9BI=","경기도","테니스장","포천시","","포천시","487855","","127.326649082","2020-07-27","공공","경기도","","일동테니스전용구장","일동면 수입리 69-9","","N","테니스장","경기 포천시 일동면 수입리 69-9",150,""
"전라북도",650,"N",515,"19980413","시설관리사업소","정상운영","자체운영        ","지자체","2016-12-31","정읍시","실외","35.5610775663","56208",250,"zmoe2Ub3k0PqFFs35Y0v3Oxprih08zkI4FwfCfvfnHg=","전라북도","테니스장","정읍시","상평동","정읍시","56208","","126.8360965642","2017-02-22","공공","전라북도","063-539-5255","정읍체육공원테니스장","전라북도 정읍시 서부산업도로 138-5 (상평동)","19980413","N","테니스장","",650,""
"경기도","","N",516,"","","정상운영","","지자체","2016-12-31","하남시","실외","","","","Fj/IZxKJ/++SwjOL0HRDK6/oFzrqxo8t3cPkbOYKxEM=","경기도","테니스장","양평군","","하남시","","","","2020-07-27","공공","경기도","","지평레포츠공원테니스장","","","N","테니스장","","",""
"대전광역시","","N",517,"","","정상운영","위탁운영        ","지자체","2016-11-07","서구","","36.2926412546","35376",225,"3oCmGk9jBZa/vpGTSY1kYjgQt2QUmCVSS3l22pBsEI4=","대전광역시","테니스장","서구","관저동","서구","35376","042-525-4370","127.3340326245","2020-07-27","공공","대전광역시","","관저테니스장","대전광역시 서구 구봉산북로 121 (관저동)","","N","테니스장","대전광역시 서구 관저동  1580 관저테니스장","",""
"강원도","","N",518,"","삼척시청 (문화공보실)","정상운영","위탁운영        ","지자체","2016-11-07","삼척시","","37.2559311975","25946","","JSoRvkkr69OBN1Q28cOZ8OHFLGx8JP6AsxhiRO4L5Jw=","강원도","테니스장","삼척시","늑구리","삼척시","25946","","129.0568818908","2020-07-27","공공","강원도","","도계테니스장","강원도 삼척시 도계읍 늑구1길 10","","N","테니스장","강원도 삼척시 도계읍 늑구리 135-1",200,""
"서울특별시","","N",519,"","공원녹지과","정상운영","위탁운영        ","지자체","2016-11-07","관악구","","","","","S2lsrtB3SVzWBeNFHep9bmhObuBKlY7hIFnQzJIFxKI=","서울특별시","테니스장","관악구","","관악구","","02-879-6521","","2020-07-27","공공","서울특별시","02-879-6521","선우공원테니스장","","","N","테니스장","","",""
"경기도","","N",520,"","","정상운영","","지자체","2016-12-31","화성시","실외","37.1993928242","445702",48,"N6/bi8e8IZk6Vc6LqjSnhTKz2nDi2BOnqIUgChRPVLE=","경기도","테니스장","화성시","","화성시","445702","","126.831328987","2020-07-27","공공","경기도","","시청테니스장","남양동 2000","","N","테니스장","경기 화성시 남양읍 남양리 2000","",""
"경상북도",64,"N",521,"20100512","문화체육시설사업소 시설관리담당","정상운영","자체운영        ","지자체","2016-12-31","청도군","없음","35.6483868603","38333",2057,"gG9NCYCYbmVXN3Uy5RkdS/0u6Xqm3S3vvo5O01i7HI0=","경상북도","테니스장","청도군","동천리","청도군","38333","054-370-2392","128.718681781","2018-03-23","공공","경상북도","054-370-6394","국민체육센터테니스장","경상북도 청도군 화양읍 청려로 1846","20100512","N","테니스장","경상북도 청도군 화양읍 동천리 457",150,"X"
"부산광역시","","N",522,"","","정상운영","","지자체","2016-12-31","","","","","","bLr9vxxsxNETqNF1Gn6xkyXYy0dpRAdFf0yFzZ+pfoE=","부산광역시","테니스장","","","강서구","","","","2020-07-27","공공","부산광역시","","대저생태공원테니스장","","","N","테니스장","","",""
"대구광역시","","N",523,"20101124","문화체육과","정상운영","위탁운영        ","지자체","2016-11-07","달성군","실외","35.8901191018","42907","","C73kvW3IpHAhTZyvtWVhBIMZVEKzPd88Sj5zMlYz2dY=","대구광역시","테니스장","달성군","달천리","달성군","42907","053-659-4105","128.4779466269","2017-01-25","공공","대구광역시","053-668-2182","다사체육공원테니스장","대구광역시 달성군 다사읍 다사로 441","20101124","N","테니스장","","",""
"경기도","","N",524,"","","정상운영","위탁운영        ","지자체","2016-11-07","시흥시","","37.416418385274675","14931","","u8Rrr+TCfTSf8rPZLrfe9vh5sjHz2jY+zyZTu6WlhDY=","경기도","테니스장","시흥시","매화동","시흥시","14931","","126.81660895411966","2020-07-27","공공","경기도","","매화동테니스장","경기도 시흥시 수인로 2918-1 (매화동)","","N","테니스장","경기도 시흥시 매화동  106-2 금호스텐상사","",""
"경기도",204,"N",525,"","","정상운영","위탁운영        ","지자체","2016-11-07","수원시","","","","","5g4DFOfItjXokOhew/OJWAmdZNzN0wObBLfYT6mj3kY=","경기도","테니스장","수원시","","수원시","","","","2020-07-27","공공","경기도","","여기산공원테니스장","서둔동 259-5","","N","테니스장","서둔동 259-5",204,""
"서울특별시","","N",526,"","","정상운영","","지자체","2016-12-31","","","","","","PC/yA87vCwOomE1qiO+nu3SGbS39e+8Fp981lVUkZDo=","서울특별시","테니스장","","","마포구","","","","2020-07-27","공공","서울특별시","","월드컵공원테니스장","","","N","테니스장","","",""
"경상남도","","N",527,"","","정상운영","","지자체","2016-12-31","창원시","","35.231066482","642080","","zbyKKJptJE1HGCcytnMDfKdz8KxsUCEAj4EiPKPKDrI=","경상남도","테니스장","창원시","","창원시","642080","","128.695694125","2020-07-27","공공","경상남도","","도계체육공원테니스장","토월동 709","","N","테니스장","경남 창원시 성산구 토월동 709","",""
"부산광역시","","N",528,"19990101","","정상운영","","지자체","2016-12-31","해운대구","","","","","2NNXdz3Ig5B8v7g3EuYlTON3WvfTUhGVC/Lb6LvxR3I=","부산광역시","테니스장","해운대구","","해운대구","","749-4122","","2016-12-31","공공","부산광역시","051-749-4122","반송3동테니스장","","19990101","N","테니스장","","",""
"서울특별시","","N",529,"","체육진흥과","정상운영","자체운영        ","지자체","2016-12-31","구로구","실외","37.51149094276272","08107","","8Ze35TJq5TOUtu0WeCcw3Aojt4GV3a8E8XZj4fKvvBc=","서울특별시","테니스장","구로구","신정동","양천구","08107","02-860-3087","126.85029167710826","2020-07-27","공공","서울특별시","02-860-3364","계남근린공원테니스장","서울특별시 양천구 신정로 260 (신정동, 신트리4단지아파트)","","N","테니스장","서울특별시 양천구 신정동 1277 신트리4단지아파트","","X"
"강원도","","N",530,"20091215","고용교육체육과","정상운영","위탁운영        ","지자체","2016-11-07","영월군","","37.18020528547702","26214","","OPysd3E+PCRWnHZ26NidcvQgrZeiIzZlPBzFPCs/dSQ=","강원도","테니스장","영월군","쌍용리","영월군","26214","","128.3251587021418","2016-12-29","공공","강원도","","쌍용4리 테니스장","강원도 영월군 한반도면 쌍용로 172-4","20091215","N","테니스장","강원도 영월군 한반도면 쌍용리 450-6",100,""
"부산광역시","","N",531,"","","정상운영","위탁운영        ","지자체","2016-11-07","","","35.1674268557","48060",6959,"3Lm8m/U4cdmWVdagqTUNfk+e3Sx5ao/WDhImLi3ISp4=","부산광역시","테니스장","","우동","해운대구","48060","","129.1376942145","2020-07-27","공공","부산광역시","","올림픽기념국민생활관","부산광역시 해운대구 APEC로 68 (우동)","","N","테니스장","부산광역시 해운대구 우동  1127-37 부산사회체육센타","",""
"경기도","","N",532,"","","정상운영","","지자체","2016-12-31","하남시","","","","","cs9mcUJQRxXtOjUJxeQINtJw2OxgDuCjNwvaaKEp8qQ=","경기도","테니스장","양평군","","하남시","","","","2020-07-27","공공","경기도","","청운레포츠공원테니스장","","","N","테니스장","","",""
"전라남도","","N",533,"","문화예술과","정상운영","자체운영        ","지자체","2016-12-31","고흥군","실외","34.545630534","59552",135,"KyND8aPgu0vc15Tp3M7RZjg4OGLtwpYzw1ulgszT5yE=","전라남도","테니스장","고흥군","용정리","고흥군","59552","061-830-9719","127.139509834","2020-01-30","공공","전라남도","061-830-6728","녹동테니스장","전라남도 고흥군 도양읍 우주항공로 229","","N","테니스장","전라남도 고흥군 도양읍 용정리 1168-31 체육시설","","X"
"경상남도",100,"N",534,"","","정상운영","","지자체","2016-12-31","김해시","","","",51,"QIvlLtlo5nznrvDq56iyjxijI7FKisOMbuvNuT4e0GY=","경상남도","테니스장","김해시","","김해시","","","","2020-07-27","공공","경상남도","","동부테니스장","","","N","테니스장","",200,""
"충청남도",10,"N",535,"","","정상운영","","지자체","2016-12-31","당진시","","","","","q4sfN72mCxBlQpRvdalw2vHolIJqG+EQiBQXVT4NSEc=","충청남도","테니스장","당진시","","당진시","","","","2020-07-27","공공","충청남도","","순성체육공원테니스장","","","N","테니스장","",10,""
"경상남도","","N",536,"","교육체육과","정상운영","위탁운영        ","지자체","2016-11-07","거제시","실외","34.8933226116","53248","","54NZnZQTB9gpT1jukzsuYmdY4ifwIPdoGcxLtK+M7rU=","경상남도","테니스장","거제시","고현동","거제시","53248","055-639-3913","128.6327173844","2020-07-27","공공","경상남도","055-639-3914","양정테니스장","경상남도 거제시 중곡로2길 12 (고현동, 고려6차아파트)","","N","테니스장","",50,""
"전라북도","","N",537,"20020101","청소자원과","정상운영","위탁운영        ","지자체","2016-12-31","익산시","실외","35.9703938895","54548","","LlWieT4B9tMCxnbOHYqlDFwhq7cg9x37bT0+Eu60IMc=","전라북도","테니스장","익산시","부송동","익산시","54548","861-0036","126.9966916998","2017-08-16","공공","전라북도","063-859-5426","문화체육센터테니스장","전라북도 익산시 선화로 823 (부송동)","20020101","N","테니스장","","",""
"부산광역시","","N",538,"19999999","문화체육과","정상운영","위탁운영        ","지자체","2016-12-31","강서구","실외","35.1699573815777","","","l71slxXLvGFwaSbY6Ocl1sCEW6Lj6xLn+RsFqkO/xp4=","부산광역시","테니스장","강서구","대저2동","강서구","","051-970-4121","128.959398558791","2021-03-23","공공","부산광역시","051-970-4121","덕두테니스장","","","N","테니스장","부산 강서구 대저2동 2651","","N"
"서울특별시",3000,"N",539,"20130420","문화체육과","정상운영","","지자체","2016-12-31","강동구","","","","","k+eqEQoReE4ncKxOwFyfD8F4GP5nEYBFywhXWf4uba0=","서울특별시","테니스장","강동구","","강동구","","","","2016-12-31","공공","서울특별시","","강일테니스장","","20130420","N","테니스장","","",""
"경상북도","","N",540,"","시설관리사업소","정상운영","자체운영        ","지자체","2016-12-31","영덕군","실외","36.41819957005609","36427","","XJFZCst16bY7vrSTeC3YICWaMjRrQ+ayXTMU0RV0VlI=","경상북도","테니스장","영덕군","화개리","영덕군","36427","","129.36627591595388","2020-07-27","공공","경상북도","054-730-7354","영덕군민테니스장","경상북도 영덕군 영덕읍 경동로 8338","","N","테니스장","","",""
"",214,"N",541,"20090525","문화체육과","정상운영","자체운영        ","지자체","2016-12-31","철원군","없음","38.18568515156417","269816",36,"Nw8B5rMAmwSWZDkdzxKtfIWunhDvHepfEku6q2w15vo=","강원도","테니스장","철원군","","","","033-450-5291","127.23125058303303","2020-07-27","공공","강원도","033-450-4893","오지리테니스장","강원 철원군 동송읍 오지리 1031-3","20090525","N","테니스장","강원 철원군 동송읍 오지리 1031-3",214,"N"
"경기도","","N",542,"","","정상운영","위탁운영        ","지자체","2016-11-07","용인시","","37.2792346035","446911","","66BkNmB2ydjcarm8cF5L3pWIfR2H5Unlj+XF8cBlMVs=","경기도","테니스장","용인시","","용인시","446911","","127.164694991","2020-07-27","공공","경기도","","동백테니스장","동백동 589","","N","테니스장","경기 용인시 기흥구 동백동 589","",""
"경상북도","","N",543,"20120108","체육시설사업소","정상운영","자체운영        ","지자체","2016-11-07","칠곡군","없음","36.075686330151285","39843","","nT/ZKTnHJLRPm8wPtfqzBQl81anClwILGm9LZysbsEM=","경상북도","테니스장","칠곡군","남율리","칠곡군","39843","054-979-5202","128.39136024599676","2018-04-02","공공","경상북도","054-979-5202","칠곡석적테니스장","경상북도 칠곡군 석적읍 석적로 933-9","20120108","N","테니스장","경상북도 칠곡군 석적읍 남율리 710","","N"
"인천광역시","","N",544,"19990101","문화체육관광과","정상운영","위탁운영        ","지자체","2016-12-31","계양구","실내외","37.5324631060689","21072",2517,"j8UFRBYc9X/c/pyzXtJK1y8A32bpSE3uH6wwBGd/7ZE=","인천광역시","테니스장","계양구","서운동","계양구","21072","032-450-5921","126.743886857643","2022-03-18","공공","인천광역시","032-450-5823","계양테니스장","인천광역시 계양구 봉오대로 855 (서운동)","","N","테니스장","인천광역시 계양구 서운동 110 계양경기장","","X"
"경기도","","N",545,"","","정상운영","","지자체","2016-12-31","파주시","","37.8508697522","413862","","5B+gjX2Hy+Q2RvBBZ2XN+wpP7L3w/81ae5gZAlzk7ak=","경기도","테니스장","파주시","","파주시","413862","","126.790310378","2020-07-27","공공","경기도","","통일공원테니스장","파주읍 봉서리 산42","","N","테니스장","경기 파주시 파주읍 봉서리 산 42","",""
"경기도","","N",546,"","","정상운영","","지자체","2016-12-31","하남시","","","","","4JPwCn9T4qp9EOsjG3XdV0pd0hqjN8QNUiQl0FFNw4o=","경기도","테니스장","양평군","","하남시","","","","2020-07-27","공공","경기도","","강상테니스장","","","N","테니스장","","",""
"강원도","","N",547,"20080430","문화체육과","정상운영","자체운영        ","지자체","2016-12-31","철원군","없음","38.2314740466","24064","","0CUIhFIfyiZjPLqxIIrpf+ZUFFseFvjcz1OYUab2DsM=","강원도","테니스장","철원군","육단리","철원군","24064","033-450-5291","127.4732245305","2018-03-26","공공","강원도","033-450-4893","근남테니스장","강원도 철원군 근남면 하오재로 1998","20080430","N","테니스장","강원도 철원군 근남면 육단리 176-8","","N"
"","","N",548,"","공공시설사업소","폐업","자체운영        ","지자체","2016-12-31","합천군","없음","35.5737824667","678811","","37AM341/kHK5m6P8wGa/Ye0gKtPIqinzxShJYl1/XrE=","경상남도","테니스장","합천군","","","","055-930-4345","128.2100933315","2020-07-27","공공","경상남도","055-930-4934","율곡영전수변공원테니스장","경남 합천군 율곡면 영전리 786-1","","N","테니스장","경남 합천군 율곡면 영전리 786-1","","X"
"강원도","","N",549,"20060104","시설관리사업소","정상운영","","지자체","2016-12-31","횡성군","실외","36.5814106266","",723,"O22WfQEy77J+Q65MAhGSf+ZQfuZqwkrANLL4XarD2g8=","강원도","테니스장","횡성군","","횡성군","","033-340-5955","128.741691834","2016-12-31","공공","강원도","033-340-5955","섬강테니스장","","20060104","N","테니스장","명륜동 313번지","",""
"경기도","","N",550,"","","정상운영","","지자체","2016-12-31","화성시","","37.204011894","","","AEjJsimVUd7CW21ecjjaNvjQsrA3dBqA0svUavGdPEo=","경기도","테니스장","화성시","","화성시","","","127.06360471","2020-07-27","공공","경기도","","동탄센트럴파크테니스장","반송동 59","","N","테니스장","경기 화성시 반송동 59","",""
"서울특별시","","N",551,"20020420","문화체육과","정상운영","위탁운영        ","지자체","2016-11-07","강서구","실외","37.5837812517","157220","","8CTGH6Br/5Alo3mXrbpaQvUSjZ7+/yY6alB/lzJVXPw=","서울특별시","테니스장","강서구","","강서구","157220","2600-6579","126.815647817","2016-12-30","공공","서울특별시","02-2600-6579","구립테니스장","방화동 36-14 일대","20020420","N","테니스장","서울 강서구 방화동 36-14","",""
"강원도","","N",552,"","체육시설사업소","정상운영","","지자체","2016-12-31","원주시","실외","","",81,"HUtyXrdwKmxujKcaqbhPd6TJ3hzP3E1Yw2sQby3N2y4=","강원도","테니스장","원주시","","원주시","","033-737-4308","","2020-07-27","공공","강원도","033-737-4308","백운테니스장","","","N","테니스장","흥업면 흥업리 768 외16번지","",""
"서울특별시","","N",553,"","문화체육과 체육시설팀팀","폐업","자체운영        ","지자체","2016-12-31","강동구","실외","37.5512276965","134836",3590,"+Hrhc6SFHzOMRcJ2HCQ//7+Al45Njb2pDZHYB/tzeMc=","서울특별시","테니스장","강동구","","강동구","134836","02-3425-5274","127.164006053","2020-07-27","공공","서울특별시","02-3425-5264","강동테니스장","상일동 135","","N","테니스장","서울 강동구 상일동 135","","N"
"","","N",554,"","공공시설사업소","정상운영","자체운영        ","지자체","2016-12-31","합천군","실외","35.5570461574","678823","","nYsPDsdR+wgUA0Hil9fHmZoMo7Lj3kr3m1NGbKXQfFA=","경상남도","테니스장","합천군","","","","055-930-4357","128.2661192061","2020-07-27","공공","경상남도","055-930-4934","초계테니스장","경남 합천군 초계면 초계리 139-5","","N","테니스장","경남 합천군 초계면 초계리 139-5","","Y"
"경상남도","","N",555,"","","정상운영","","지자체","2016-12-31","창원시","","","","","ZbLqyP+eqP0Av4o+yEdgA5S9v6NpkaoD9wov0fyqtfk=","경상남도","테니스장","창원시","","창원시","","","","2020-07-27","공공","경상남도","","반지어울림운동장테니스장","","","N","테니스장","","",""
"경기도","","N",556,"","체육진흥과","폐업","자체운영        ","지자체","2016-12-31","고양시","실외","37.7177785657","412510","","lldgbAlmBqkWc19qo+rR3SfqYkPmGBPhQfUxW6oJlCk=","경기도","테니스장","고양시","","고양시","412510","","126.907449419","2020-07-27","공공","경기도","031-8075-2341","벽제배수지테니스장","벽제동 산 43-32","","N","테니스장","","",""
"강원도","","N",557,"20130626","시설관리사업소","정상운영","","지자체","2016-12-31","횡성군","","","",97,"DZQoDJdDcGFBC0+AmozBgPf4WiMWvIByabJ3+r51eV4=","강원도","테니스장","횡성군","","횡성군","","033-340-5964","","2016-12-31","공공","강원도","033-340-5964","둔내테니스장","","20130626","N","테니스장","","",""
"전라남도","","N",558,"19950101","체육지원과","정상운영","위탁운영        ","지자체","2016-11-07","여수시","","34.753364307666175","59702",18,"bg1MY+pJevTMDeimVZU8j4xET097H9DW7xmFmWJhxqQ=","전라남도","테니스장","여수시","문수동","여수시","59702","061-659-4680","127.70199393373687","2016-12-19","공공","전라남도","061-659-3269","여문테니스장","전라남도 여수시 문수로 53-32 (문수동)","19950101","N","테니스장","전라남도 여수시 문수동  169 여수환경도서관",100,""
"전라북도","","N",559,"","문화체육과","정상운영","위탁운영        ","지자체","2016-11-07","진안군","","35.8731331145","55409","","2LjTAqE7In26eJKldfX1jg70Zf+MvyhY8u+63BeSsYQ=","전라북도","테니스장","진안군","봉학리","진안군","55409","063-430-2255","127.4290731418","2020-07-27","공공","전라북도","063-430-2255","정천테니스장","전라북도 진안군 정천면 봉학로 66","","N","테니스장","전라북도 진안군 정천면 봉학리 547 정천면사무소","",""
"경기도",90,"N",560,"","","정상운영","","지자체","2016-12-31","고양시","실외","37.6259321831","412816","","MaeonFu+cJ9CM8VwqfwrMrTqLoTsKGsU4TtOXiuZ4Yg=","경기도","테니스장","고양시","","고양시","412816","","126.829404706","2020-07-27","공공","경기도","","토당제2근린공원테니스장","토당동 3-39","","N","테니스장","경기 고양시 덕양구 토당동 3-39",90,""
"전라북도","","N",561,"","문화체육과","정상운영","","지자체","2016-12-31","진안군","","","","","TB7WuOHVaIQLCG6SKh+4LULd7o8zeThhHipw4orIbQA=","전라북도","테니스장","진안군","","진안군","","063-430-2255","","2020-07-27","공공","전라북도","063-430-2255","백운테니스장","","","N","테니스장","","",""
"경기도",20,"N",562,"","","정상운영","","지자체","2016-12-31","화성시","실외","37.2156648641","445874","","MzvH6VrywrFhClzubRCb/TI96FGyfsro8fN0pKxC37w=","경기도","테니스장","화성시","","화성시","445874","","126.723446686","2020-07-27","공공","경기도","","송산테니스장","송산면 사강리 365-5","","N","테니스장","경기 화성시 송산면 사강리 365-5","",""
"경상남도","","N",563,"","","정상운영","","지자체","2016-12-31","창원시","실외","35.2218294058","630725",137,"PRb0myj35cwtmEc+7vrihzynnv6KQT7JWJZ/yswvZZk=","경상남도","테니스장","창원시","","창원시","630725","","128.580194109","2020-07-27","공공","경상남도","","마산종합운동장테니스장","양덕동477","","N","테니스장","경남 창원시 마산회원구 양덕동 477",300,""
"충청남도","","N",564,"","","정상운영","","지자체","2016-12-31","당진시","","","","","P0h0HzqrdLQ30Ih7Rt8neM6A8c+/kvQRXsXuQHFIoCQ=","충청남도","테니스장","당진시","","당진시","","","","2020-07-27","공공","충청남도","","우강체육공원테니스장","","","N","테니스장","","",""
"경기도","","N",565,"","","정상운영","위탁운영        ","지자체","2016-11-07","시흥시","","37.3413852707","15069","","hVmaNP5rVpWKxffnubf/dDMtMDj239OmPs0rU6EIn8s=","경기도","테니스장","시흥시","거모동","시흥시","15069","","126.7863093375","2020-07-27","공공","경기도","","군자동테니스장","경기도 시흥시 군자로534번길 19 (거모동)","","N","테니스장","경기도 시흥시 거모동  1632-20","",""
"인천광역시","","N",566,"","","정상운영","","지자체","2016-12-31","남동구","","","","","mGiWIgBRobK+z3OxrP2hYzRYZSrBsq0aPw9tt9+RWO0=","인천광역시","테니스장","남동구","","남동구","","","","2020-07-27","공공","인천광역시","","늘솔길근린공원테니스장","","","N","테니스장","","",""
"경상남도","","N",567,"","","정상운영","","지자체","2016-12-31","함안군","","","",45,"Wwt9+kz6tgV2dtDk+K5hYTcpXd2GqHLKTN01qWmpYvI=","경상남도","테니스장","함안군","","함안군","","","","2020-07-27","공공","경상남도","","함안군환경기초시설테니스장","","","N","테니스장","",20,""
"광주광역시","","N",568,"","생활체육지원단","정상운영","위탁운영        ","지자체","2016-12-31","광산구","실외","35.212982555","62212","","y1uzwedhl0/WZ2lN/GnTTUOMiIjuh1OQi3U4a8BR6kA=","광주광역시","테니스장","광산구","안청동","광산구","62212","062-960-9924","126.8023702305","2020-07-27","공공","광주광역시","062-960-8723","안청공원테니스장","광주광역시 광산구 하남산단9번로 62 (안청동)","","N","테니스장","광주광역시 광산구 안청동 736-1","","X"
"부산광역시","","N",569,"20080101","","정상운영","","지자체","2016-12-31","해운대구","","","","","783aoO6+0zkpxXrlYCyIdghoS/J9+gI0ZNFue7C0YFA=","부산광역시","테니스장","해운대구","","해운대구","","749-4122","","2016-12-31","공공","부산광역시","051-749-4122","센텀테니스장","","20080101","N","테니스장","","",""
"울산광역시",100,"N",570,"20101015","문화체육과","정상운영","","지자체","2016-12-31","남구","","35.5275331264","680834",358,"JDG4gVJ9vfP0jC/7je1fAi5uME2tqUPLTmY5zJdWsxs=","울산광역시","테니스장","남구","","남구","680834","052-226-5433","129.337715869","2016-12-31","공공","울산광역시","052-226-5433","야음테니스장","야음동 45","20101015","N","테니스장","울산 남구 야음동 45",200,""
"전라북도","","N",571,"19920503","시설관리사업소","정상운영","자체운영        ","지자체","2016-12-31","정읍시","실외","35.6794497954","56106","","7ifEGBA/oNqUT1Fz/pdhU/mKdLPR+ZauxZ2Xdm7W8AM=","전라북도","테니스장","정읍시","구석리","정읍시","56106","","126.8904682465","2017-02-22","공공","전라북도","063-539-5255","신태인테니스장","전라북도 정읍시 신태인읍 정신로 1056","19920503","N","테니스장","","",""
"경상북도","","N",572,"","새마을체육산업과","정상운영","위탁운영        ","지자체","2016-11-07","포항시","","36.00492474526515","37833","","RYz/y4so6iW7A3ItWEoXHqq1eNTUKQxKmey+oAcA86c=","경상북도","테니스장","포항시","상도동","포항시","37833","","129.35350402387866","2020-07-27","공공","경상북도","054-270-2804","뱃머리테니스장","경상북도 포항시 남구 뱃머리길 50 (상도동)","","N","테니스장","경상북도 포항시 남구 상도동  131 뱃머리테니스장","",""
"경상남도","","N",573,"20150430","마산회원구청 문화위생과","정상운영","자체운영        ","지자체","2016-12-31","창원시","실외","35.2293438129","51311","","N6dZL+d6gm+gl/I6VH95GTttdraKDoOiFl538ZnPN8k=","경상남도","테니스장","창원시","회성동","창원시 마산회원구","51311","","128.56229147","2017-06-26","공공","경상남도","055-230-4063","회성동테니스장","경상남도 창원시 마산회원구 회성남20길 78 (회성동)","20150430","N","테니스장","","",""
"강원도",700,"N",574,"","문화체육과","정상운영","자체운영        ","지자체","2016-12-31","양구군","실외","38.1167199545","24520",193,"plLQwkH0eLsTDcv5ji/e1GyC+ligRwkwM3rECN9kocM=","강원도","테니스장","양구군","하리","양구군","24520","033-482-3553","127.9884631542","2020-07-27","공공","강원도","033-480-2319","양구초롱이테니스장","강원도 양구군 양구읍 함춘로 102","","N","테니스장","강원도 양구군 양구읍 하리 439",1000,"N"
"인천광역시","","N",575,"","관광문화과 문화체육팀","정상운영","자체운영        ","지자체","2016-12-31","옹진군","실외","37.5355577435","23114","","idHakEWmigkDkmnclcqaXc4ZNf32QJSqUBebGOIx73A=","인천광역시","테니스장","옹진군","시도리","옹진군","23114","","126.4316112448","2020-07-27","공공","인천광역시","032-899-2262","북도면체육시설테니스장","인천광역시 옹진군 북도면 시도로86번길 78","","N","테니스장","","",""
"서울특별시","","N",576,"","","정상운영","","지자체","2016-12-31","","","","","","NGYElrD4pRu6NGG/PUtr3E8iMWU9NcoqW9ShLCFhnzU=","서울특별시","테니스장","","","성동구","","","","2020-07-27","공공","서울특별시","","중랑물재생센터테니스장","","","N","테니스장","","",""
"울산광역시","","N",577,"19970831","온산","정상운영","자체운영        ","지자체","2016-12-31","남구","없음","35.41216156683507","45011","","a0hxVmTFPGFPAp/2dAdAWdQkzJk4QZf0j2C+ffPwEeQ=","울산광역시","테니스장","","당월리","울주군","45011","052-229-5985","129.35343230326285","2019-10-01","공공","울산광역시","052-229-5985","온산수질개선사업소테니스장","울산광역시 울주군 온산읍 당월로 118","19970831","N","테니스장","울산광역시 울주군 온산읍 당월리 229-1","","X"
"경상남도","","N",578,"","","정상운영","","지자체","2016-12-31","김해시","","","",32,"4q7TUv6//7gvKLcsP8ISLKluXRZweqqvc3iGKFPEQ7A=","경상남도","테니스장","김해시","","김해시","","","","2020-07-27","공공","경상남도","","어방테니스장","","","N","테니스장","","",""
