addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"서울특별시","N","",485,"20200605","정상운영","2020-07-06","없음","37.5688363061533","03189",132,"","S3BxnaE2gY+dsAXs2tpQjg20ZQFTDqTn9BWeMmssVu4=","골프","종로구","관철동","03189","02-737-7797","126.98510847461","2023-02-11","신고","서울특별시","바디스테이션종로점","서울특별시 종로구 청계천로 67 (관철동)","Y","가상체험 체육시설업","서울특별시 종로구 관철동 155 종로1번가오피스텔"
"경기도","N","214호",486,"20230413","정상운영","2023-05-04","없음","37.6387161396926","10449",43,"214호","","골프","고양시","백석동","10449","","126.789046224244","2023-05-04","신고","경기도","핀박스","경기도 고양시 일산동구 호수로 340-38 (백석동)","Y","가상체험 체육시설업","경기도 고양시 일산동구 백석동 1318 비잔티움1단지"
"경상남도","N","",487,"20210707","정상운영","2021-07-16","실내","35.4851819532855","50434",264,"","hOUfxXr2AvthRxbaT+2dqCg+HJtPylkiXhORQs+i19w=","골프","밀양시","삼문동","50434","055-354-0066","128.745585039355","2023-03-09","신고","경상남도","에이스 골프클럽","경상남도 밀양시 미리벌중앙로9길 16(삼문동)","Y","가상체험 체육시설업","경상남도 밀양시 삼문동 480-2"
"경기도","N",", 213~215호 (반송동, 동탄현대하이페리온)",488,"20200416","정상운영","2023-04-13","없음","37.2023254396035","18454",162,", 213~215호 (반송동, 동탄현대하이페리온)","","골프","화성시","반송동","18454","","127.071582654701","2023-04-13","신고","경기도","주식회사 만홍","경기도 화성시 동탄반석로 156 (반송동, 동탄현대하이페리온)","Y","가상체험 체육시설업","경기도 화성시 반송동 93-9 동탄현대하이페리온"
"경기도","N","",489,"20230329","정상운영","2023-04-13","없음","37.2000891334382","18455",431,"","","골프","화성시","반송동","18455","032-713-4470","127.072006099274","2023-04-13","신고","경기도","GDR 남광장 아카데미 화성동탄점","경기도 화성시 동탄중심상가1길 8 (반송동)","Y","가상체험 체육시설업","경기도 화성시 반송동 107-2 워터밸리"
"경기도","N","",490,"20201103","정상운영","2023-04-13","없음","37.2134878287424","18469",703,"","","골프","화성시","영천동","18469","031-8077-9350","127.094697510175","2023-04-13","신고","경기도","(주)지티에스골프 동탄지점","경기도 화성시 동탄기흥로 594-7 (영천동)","Y","가상체험 체육시설업","경기도 화성시 영천동 836-2 루체스타비즈"
"경기도","N","111~117호",491,"20230223","정상운영","2023-04-13","없음","37.2125281989335","18468",292,"111~117호","","골프","화성시","영천동","18468","031-375-4505","127.097160052819","2023-04-13","신고","경기도","PGA 아너스카이","경기도 화성시 동탄대로23길 93 (영천동)","Y","가상체험 체육시설업","경기도 화성시 영천동 847-6"
"대전광역시","N","",492,"20230210","정상운영","2023-03-21","없음","36.3800606294608","34097",325,"","","골프","유성구","죽동","34097","042-825-0123","127.326660691787","2023-03-22","신고","대전광역시","유성골프연습장","대전광역시 유성구 은구비로155번안길 38(죽동)","Y","가상체험 체육시설업","대전광역시 유성구 죽동 623-2"
"경기도","N","",493,"20160609","정상운영","2020-11-17","없음","","14322",325,"B동 2층 204~5호 (소하동, 광명테크노파크)","4HAsG0d1G6WstNquzf9sucbU5gPhG0MhbsCIPuddjlM=","골프","광명시","소하동","14322","070-8180-2456","","2023-03-22","신고","경기도","골프노리터","경기도 광명시 하안로 60, B동 2층 204~5호 (소하동, 광명테크노파크)","Y","가상체험 체육시설업","경기도 광명시 소하동 1345 "
"전라남도","N","메가박스",494,"20201222","정상운영","2020-12-31","실내","0","57964",457,"메가박스 205호 (덕암동)","3JBN0faCRVD5fPKTEmf9xy8XVRt6AhPnHoRvh9ATa34=","골프","순천시","","57964","","0","2023-03-09","신고","전라남도","더스윙골프존","전라남도 순천시 충효로 15 (덕암동)","Y","가상체험 체육시설업","전라남도 순천시 덕암동 151 메가박스"
"충청남도","N","",495,"20151019","정상운영","2023-03-09","없음","36.5466532291903","32506",399,"2층","","골프","공주시","","32506","","126.950781086551","2023-03-09","신고","충청남도","탑스크린골프연습장","충청남도 공주시 유구읍 중앙2길 21","Y","가상체험 체육시설업","충청남도 공주시 유구읍 백교리 27-8"
"충청남도","N","",496,"20141215","정상운영","2023-03-09","없음","36.4733428004435","32581",333,"(신관동)","","골프","공주시","","32581","","127.142676736984","2023-03-09","신고","충청남도","카카오 공유 스크린골프","충청남도 공주시 흑수골길 49(신관동)","Y","가상체험 체육시설업","충청남도 공주시 신관동 18-4"
"충청남도","N","",497,"20080104","정상운영","2023-03-09","없음","36.4768744351919","32578",1356,"(신관동)","","골프","공주시","","32578","041-881-7007","127.145452079547","2023-03-09","신고","충청남도","SG필드 아카데미(삼우점)","충청남도 공주시 신금1길 48(신관동)","Y","가상체험 체육시설업","충청남도 공주시 신관동 280-29"
"경기도","N","",498,"20220426","정상운영","2022-11-10","실내","36.9648966372362","17946",594,"","1K1M91PYndDq4hRxBFkecvPAGr4S7d16bQ57a0z8dYg=","골프","평택시","인광리","17946","","126.922853892748","2023-03-22","신고","경기도","프렌즈스크린안중점","경기도 평택시 현덕면 인광3길 12-29","Y","가상체험 체육시설업","경기도 평택시 현덕면 인광리 404-27"
"충청북도","N","",499,"20230306","정상운영","2023-03-09","없음","0","28168",325,"1층","","골프","청주시","","28168","043-238-0754","0","2023-03-09","신고","충청북도","프렌즈아카데미 청주오송점","충청북도 청주시 흥덕구 오송읍 오송1길 19","Y","가상체험 체육시설업","충청북도 청주시 흥덕구 오송읍 오송리 246-19"
"경기도","N","현대프라자 4층 409,410,411호",500,"20210524","정상운영","2023-04-12","없음","37.2097486783534","18266",650,"현대프라자 4층 409,410,411호","","골프","화성시","남양리","18266","031-355-7976","126.832276912347","2023-05-11","신고","경기도","세븐스크린","경기도 화성시 남양읍 남양로 829","Y","가상체험 체육시설업","경기도 화성시 남양읍 남양리 2232-5"
"광주광역시","N","",501,"20221205","정상운영","2023-03-08","없음","","61061",87,"(매곡동)","","골프","북구","","61061","062-000-0000","","2023-03-09","신고","광주광역시","은성골프연습장","광주광역시 북구 중외길17번길 6 (매곡동)","Y","가상체험 체육시설업","광주광역시 북구 매곡동 68 "
"경기도","N","",502,"20220804","정상운영","2023-04-13","없음","37.1659001323893","18555",435,"","","골프","화성시","매화리","18555","031-357-9903","126.707686113611","2023-04-13","신고","경기도","서신 스크린골프","경기도 화성시 서신면 궁평항로 1703","Y","가상체험 체육시설업","경기도 화성시 서신면 매화리 418-2"
"경기도","N","",503,"20230316","정상운영","2023-04-12","없음","37.1849694406864","18516",446,"","","골프","화성시","괘랑리","18516","031-353-0725","126.995135569421","2023-04-13","신고","경기도","영주 골프죤","경기도 화성시 정남면 괘랑3길13번길 2","Y","가상체험 체육시설업","경기도 화성시 정남면 괘랑리 402-3"
"경기도","N","P&P세교프라자",504,"20230110","정상운영","2023-03-06","없음","","18109",435,"P&P세교프라자 6층 602호 (금암동)","","골프","오산시","금암동","18109","031-376-8272","","2023-04-21","신고","경기도","세교골프라운지","경기도 오산시 수청로 193, P&P세교프라자 6층 602호 (금암동)","Y","가상체험 체육시설업","경기도 오산시 금암동 516-4 P&P세교프라자 602호"
"경기도","N","현타워 5층 501~507호",505,"20220526","정상운영","2022-08-05","없음","37.3202149821552","16897",764,"현타워 5층 501~507호","WkswDqcojHT8zj+1TK+GqXSdcYjh/Sg5URmEIjBkIcQ=","골프","용인시","보정동","16897","031-898-0332","127.108971162198","2023-02-11","신고","경기도","더스윙블랙 용인보정점","경기도 용인시 기흥구 죽전로 2(보정동)","Y","가상체험 체육시설업","경기도 용인시 기흥구 보정동 1261-2 현타워"
"경기도","N","",506,"20200914","정상운영","2020-09-15","실내","37.8188898057863","12438",242,"","JeZh/3RAlYTTmgZzgjvNKiD15ro9n+mlhdHnUupwiac=","골프","가평군","현리","12438","","127.346215511957","2023-03-22","신고","경기도","에스엔제이 골프아카데미","경기도 가평군 조종면 청군로 1285","Y","가상체험 체육시설업","경기도 가평군 조종면 현리 296-3"
"경기도","N","",507,"20220328","정상운영","2023-04-13","없음","0","18541",360,"","","골프","화성시","","18541","","0","2023-04-13","신고","경기도","온그린골프","경기도 화성시 마도면 마도로660번길 39","Y","가상체험 체육시설업","경기도 화성시 마도면 쌍송리 410-4"
"경기도","N","",508,"20201113","정상운영","2023-04-12","없음","37.1614376293257","18278",493,"","","골프","화성시","","18278","031-356-7872","126.819514669691","2023-04-13","신고","경기도","(주)필드","경기도 화성시 남양읍 현대연구소로 165-24","Y","가상체험 체육시설업","경기도 화성시 남양읍 장덕리 4-3"
"경기도","N","",509,"20210615","정상운영","2023-04-12","없음","37.2073271497226","18254",457,"","","골프","화성시","","18254","","126.805215778028","2023-04-13","신고","경기도","골드 스크린골프","경기도 화성시 남양읍 화성로1081번길 10","Y","가상체험 체육시설업","경기도 화성시 남양읍 남양리 215"
"경기도","N","",510,"20221216","정상운영","2023-04-12","없음","0","18258",616,"2층","","골프","화성시","","18258","","0","2023-04-13","신고","경기도","프렌즈 스크린성지","경기도 화성시 남양읍 남양성지로 39","Y","가상체험 체육시설업","경기도 화성시 남양읍 남양리 458"
"경기도","N","",511,"20210311","정상운영","2021-08-12","없음","0","10460",330,"(주교동)","/5KNAngy20Nad/tiZtHAXo6T/avSzTN88CxK97JOeQ4=","골프","고양시","","10460","","0","2023-04-13","신고","경기도","골프존파크원당시청점","경기도 고양시 덕양구 고양대로 1325(주교동)","Y","가상체험 체육시설업","경기도 고양시 덕양구 주교동 606-10"
"서울특별시","N","홍은동벽산아파트",512,"20220414","정상운영","2023-04-12","실내","37.5944921897087","03612",145,"112호 (홍은동, 홍은동벽산아파트)","","골프","서대문구","","03612","","126.945544019326","2023-04-13","신고","서울특별시","오골프","서울특별시 서대문구 세검정로1길 93 (홍은동, 홍은동벽산아파트)","Y","가상체험 체육시설업","서울특별시 서대문구 홍은동 455 홍은동벽산아파트"
"경기도","N","",513,"20230425","정상운영","2023-05-04","없음","0","16205",564,"1층 (파장동)","","골프","수원시","","16205","031-269-6888","0","2023-05-04","신고","경기도","아인 SG","경기도 수원시 장안구 경수대로1078번길 12 (파장동)","Y","가상체험 체육시설업","경기도 수원시 장안구 파장동 267-5"
"경기도","N","",514,"20181204","정상운영","2023-04-13","없음","37.1706228689522","18501",641,"","","골프","화성시","","18501","031-831-8334","127.118518805977","2023-04-13","신고","경기도","GDR 아카데미 화성동탄점","경기도 화성시 동탄순환대로 257 (산척동)","Y","가상체험 체육시설업","경기도 화성시 산척동 724-1"
"전라남도","N","e편한세상 광양 2층 206,2017,218",515,"20210604","정상운영","2023-03-21","없음","","57786",670,"2층 206,217,218호 (중동, e편한세상 광양)","","골프","광양시","","57786","061-791-9067","","2023-03-22","신고","전라남도","골프존파크 중마이편한세상점","전라남도 광양시 시청로 62, 2층 206,217,218호 (중동, e편한세상 광양)","Y","가상체험 체육시설업","전라남도 광양시 중동 1309-1 e편한세상 광양 2층 206,2017,218 "
"대구광역시","N","외2필지",516,"20060928","정상운영","2023-03-17","없음","35.8688473031414","41754",364," (이현동,외2필지)","","골프","서구","","41754","053-557-5005","128.533342018702","2023-03-22","신고","대구광역시","계림스크린골프연습장","대구광역시 서구 국채보상로 21(이현동)","Y","가상체험 체육시설업","대구광역시 서구 이현동 45-209"
"대전광역시","N","엑스포코아 5층 2-1, 2-2, 2-3",517,"20190725","정상운영","2019-08-05","실내","","",1394,"엑스포코아 5층 2-1, 2-2, 2-3호 (전민동)","k+GYDgyqX1N6yUQGopujwhL1GcoLwkjtoRPI/6TAFBo=","골프","유성구","전민동","","042-716-5675","","2023-04-14","신고","대전광역시","GDR 아카데미 대전 전민점","대전광역시 유성구 엑스포로 488, 엑스포코아 5층 2-1, 2-2, 2-3호 (전민동)","Y","가상체험 체육시설업","대전광역시 유성구 전민동 466-3 엑스포코아 5층 2-1, 2-2, 2-3 "
"경기도","N","301~305호 (인계동)",518,"20230210","정상운영","2023-04-14","없음","37.2644970431188","16488",353,"301~305호 (인계동)","","골프","수원시","인계동","16488","","127.034563436559","2023-04-14","신고","경기도","엘리시아 골프연습장 SDR","경기도 수원시 팔달구 권광로196번길 24 (인계동)","Y","가상체험 체육시설업","경기도 수원시 팔달구 인계동 1119-5"
"경기도","N","",519,"20161231","정상운영","2016-12-31","실내","37.3843303888","463820",233,"","Psrayy2bz3y4reQ9BUK/oNSJHKjkwuZbpB6JeQLJPYc=","골프","성남시","","463820","031-705-1233","127.13361986","2023-05-12","신고","경기도","분당스크린골프","성남시 분당구 안골로 12-4, 4층 (서현동, 동양프라자)","Y","가상체험 체육시설업","경기 성남시 분당구 안골로 12-4"
"경기도","N"," 501~503호 (중동)",520,"20230127","정상운영","2023-04-14","없음","37.4980189680893","14580",372," 501~503호 (중동)","","골프","부천시","중동","14580","","126.775785090101","2023-04-14","신고","경기도","프렌즈스크린 신중동먹자골목점","경기도 부천시 조마루로291번길 9 (중동)","Y","가상체험 체육시설업","경기도 부천시 중동 1129-3 중동 공영노외주차장(6호)"
"경기도","N","",521,"20190406","정상운영","2021-03-25","없음","37.4133988659151","14350",390,"","hQDFzaB4DbdIEEaovB0KFsRqpG46a55EVCfZ81R17zk=","골프","광명시","일직동","14350","02-898-4440","126.883146342191","2023-05-03","신고","경기도","일직탑골프존","경기도 광명시 서독로 392 (일직동)","Y","가상체험 체육시설업","경기도 광명시 일직동 380-10 광명역D환승주차장"
"경기도","N","",522,"20190625","정상운영","2019-07-12","실내","37.36801006994787","15011",215,"","toQF17fe7YEWFKRgOGy0ylqIjwZkH/rnhD+nsRHrUFw=","골프","시흥시","정왕동","15011","","126.73205522648172","2023-04-14","신고","경기도","해원골프연습장","경기도 시흥시 서해안로 529 (정왕동)","Y","가상체험 체육시설업","경기도 시흥시 정왕동 1771-32 배곧두손지젤타워"
"서울특별시","N","에이원타워 당산 지하1층 (당산동4가)",523,"20211118","정상운영","2022-11-23","실내","37.5283534516634","07219",545,"에이원타워 당산 지하1층 (당산동4가)","5ZEeXAxW58QE5+Ew2rmThP3vYCUwfzO/CRGrAj/GDn4=","골프","영등포구","당산동4가","07219","02-6956-0705","126.896810130971","2023-05-05","신고","서울특별시","프렌즈아카데미 영등포 당산점","서울특별시 영등포구 국회대로 559(당산동4가)","Y","가상체험 체육시설업","서울특별시 영등포구 당산동4가 38-1 에이원타워 당산"
"경상북도","N","1,2층",524,"20200501","정상운영","2021-09-13","없음","35.9567397549439","37890",495,"1,2층","jnlWhSGXcDavOSe9ZlBL9xLPwjJ7A2Uo/yTF53OPTCM=","골프","포항시","문덕리","37890","054-293-7788","129.405647168648","2023-03-16","신고","경상북도","PGA 골프존파크","경상북도 포항시 남구 오천읍 문덕로63번길 28","Y","가상체험 체육시설업","경상북도 포항시 남구 오천읍 문덕리 409-2"
"경기도","N","",525,"20200506","정상운영","2023-04-13","없음","37.2022219858232","18478",736,"","","골프","화성시","오산동","18478","031-831-3923","127.097923632495","2023-04-14","신고","경기도","GDR아카데미 화성동탄3호점","경기도 화성시 동탄대로 537 (오산동)","Y","가상체험 체육시설업","경기도 화성시 오산동 1019"
"경기도","N","",526,"20200806","정상운영","2023-04-13","없음","37.197856679628","18478",148,"","","골프","화성시","오산동","18478","","127.096584142894","2023-04-14","신고","경기도","DT1 트랙맨 골프스튜디오","경기도 화성시 동탄역로 128 (오산동)","Y","가상체험 체육시설업","경기도 화성시 오산동 968-7"
"경기도","N","",527,"20201103","정상운영","2023-04-13","없음","37.1902960174745","18482",406,"","","골프","화성시","청계동","18482","031-8047-8000","127.112819582807","2023-04-14","신고","경기도","리베라 스크린연습장","경기도 화성시 중리길 183 (청계동)","Y","가상체험 체육시설업","경기도 화성시 청계동 510-385 리베라CC클럽하우스"
"경기도","N","",528,"20200218","정상운영","2023-04-13","없음","37.1990285097974","18476",124,"","","골프","화성시","청계동","18476","","127.11316148308","2023-04-14","신고","경기도","디타운스포츠","경기도 화성시 동탄대로시범길 134 (청계동, 동탄역시범반도유보라아이비파크4.0)","Y","가상체험 체육시설업","경기도 화성시 청계동 536 동탄역시범반도유보라아이비파크4.0"
"경기도","N","B115~120호",529,"20180913","정상운영","2023-04-13","없음","37.2079011859132","18471",686,"B115~120호","","골프","화성시","영천동","18471","","127.097636159342","2023-04-14","신고","경기도","GDR아카데미화성동탄2호점","경기도 화성시 동탄대로21길 10 (영천동)","Y","가상체험 체육시설업","경기도 화성시 영천동 652-5"
"경기도","N","",530,"20201112","정상운영","2023-04-13","없음","37.206727321825","18472",1198,"","","골프","화성시","영천동","18472","031-374-7666","127.109559826258","2023-04-14","신고","경기도","GDR아카데미 동탄5호점","경기도 화성시 동탄순환대로27길 5-8 (영천동)","Y","가상체험 체육시설업","경기도 화성시 영천동 680"
"경기도","N","",531,"20210126","폐업","2023-04-13","없음","37.2071863464681","18471",162,"","","골프","화성시","영천동","18471","031-373-8882","127.098333450313","2023-04-14","신고","경기도","JS Golf Lesson Studio","경기도 화성시 동탄대로 599 (영천동)","Y","가상체험 체육시설업","경기도 화성시 영천동 658-1"
"경기도","N","덕회P타워 301~302호",532,"20200826","정상운영","2023-04-13","없음","37.2050856257467","18473",369,"덕회P타워 301~302호","","골프","화성시","영천동","18473","031-291-2714","127.11579308454","2023-05-04","신고","경기도","P타워 골프존","경기도 화성시 지산2길 34-8 (영천동)","Y","가상체험 체육시설업","경기도 화성시 영천동 707-5"
"경기도","N","3층",533,"20161227","정상운영","2016-12-27","실내","37.4832232467","14728",640,"","/Jah4dRyxS9EQ79BSYFQpuGIxvHnPsMoPxzmSCsGxZE=","골프","부천시","송내동","14728","","126.7599012951","2023-03-23","신고","경기도","수 스크린골프존","경기도 부천시 경인로 42 (송내동)","Y","가상체험 체육시설업","경기도 부천시 송내동  400-8 세인트빌딩"
"경기도","N","부천체육문화센타 스포츠센타동 101호 일부호 (상동)",534,"20230221","정상운영","2023-03-28","없음","37.4999700602472","14592",1090,"부천체육문화센타 스포츠센타동 101호 일부호 (상동)","","골프","부천시","상동","14592","032-327-7900","126.744235366321","2023-03-28","신고","경기도","브라보퍼블릭스크린골프 부천웅진69호점","경기도 부천시 조마루로 2(상동)","Y","가상체험 체육시설업","경기도 부천시 상동 572-1 부천체육문화센타"
"충청북도","N","",535,"20190501","정상운영","2019-11-20","실내","37.164634707196896","27138",260,"","+MhCtbRsONfTtAXpU7Jts/uDbaLQhqkziFD9NvRvFOw=","골프","제천시","고암동","27138","","128.2170335589995","2023-04-14","신고","충청북도","카카오VX","충청북도 제천시 제천북로18길 29 (고암동)","Y","가상체험 체육시설업","충청북도 제천시 고암동 972"
"충청남도","N","",536,"20230201","정상운영","2023-04-14","없음","36.8076897914568","31129",1712,"","","골프","천안시","대흥동","31129","041-622-9088","127.148375923265","2023-04-14","신고","충청남도","주식회사 제일스크린","충청남도 천안시 동남구 명동길 47 (대흥동)","Y","가상체험 체육시설업","충청남도 천안시 동남구 대흥동 102-10 CGV"
"경상북도","N","",537,"20230120","정상운영","2023-04-17","실내","36.0359049743903","37674",1177,"","","골프","포항시","이동","37674","054-272-0707","129.332531159379","2023-04-17","신고","경상북도","골프존파크 이동스타점(글로벌골프)","경상북도 포항시 남구 희망대로 345 (이동)","Y","가상체험 체육시설업","경상북도 포항시 남구 이동 543"
"경기도","N","주엽역 삼부르네상스",538,"20220211","정상운영","2022-06-07","없음","","10386",620,"주엽역 삼부르네상스 가동 2층 218~220, 232~244호 (주엽동)","82fn67lSmXM9s+EIYDzd2avpN1kO9bokcJGcaJ/u15I=","골프","고양시","주엽동","10386","031-915-0707","","2023-05-05","신고","경기도","SDR 골프 아카데미","경기도 고양시 일산서구 중앙로 1425, 주엽역 삼부르네상스 가동 2층 218~220, 232~244호 (주엽동)","Y","가상체험 체육시설업","경기도 고양시 일산서구 주엽동 105 주엽역 삼부르네상스 "
"강원도","N","",539,"20220818","정상운영","2022-11-07","실내","0","25342",199,"2층","YUOPE+g8zAP5UW8ZJ8n0DZ67+1FJk1fvAl7Z4miZCjA=","골프","평창군","","25342","033-954-9838","0","2023-04-14","신고","강원도","GDR+골프연습장 올림픽점","강원도 평창군 대관령면 대관령마루길 7","Y","가상체험 체육시설업","강원도 평창군 대관령면 횡계리 262-26"
"경기도","N","",540,"20211213","정상운영","2023-04-13","없음","37.1815933793308","18490",1314,"4층 (목동)","","골프","화성시","","18490","031-372-6708","127.123561304416","2023-04-14","신고","경기도","디케이목동골프아카데미","경기도 화성시 왕배산길 11 (목동)","Y","가상체험 체육시설업","경기도 화성시 목동 497-1"
"경기도","N","",541,"20211018","정상운영","2023-04-13","없음","0","18540",198,"1층","","골프","화성시","","18540","","0","2023-04-14","신고","경기도","제이에스 골프존 스크린","경기도 화성시 마도면 송정서길 71-11","Y","가상체험 체육시설업","경기도 화성시 마도면 송정리 307-3"
"경기도","N","",542,"20230315","정상운영","2023-04-14","실내","0","11770",443,"202호 (낙양동)","","골프","의정부시","","11770","","0","2023-04-14","신고","경기도","골프존 송산점","경기도 의정부시 용민로303번길 18 (낙양동)","Y","가상체험 체육시설업","경기도 의정부시 낙양동 721-1"
"경기도","N","",543,"20181122","정상운영","2023-05-11","없음","37.2154809974695","18469",460,"","","골프","화성시","영천동","18469","031-8014-2477","127.092931071795","2023-05-11","신고","경기도","골프존 파크 세븐","경기도 화성시 동탄첨단산업1로 63-12 (영천동)","Y","가상체험 체육시설업","경기도 화성시 영천동 825-1"
"경기도","N","",544,"20161231","정상운영","2016-12-31","실내","37.6912484493","411320",248,"","3UIGEsOmHFvfESYqUrpzmatd/nUadw5CK4yMYezWcsc=","골프","고양시","","411320","031-914-0078","126.762102933","2023-04-14","신고","경기도","탄현스크린골프","고양시 일산서구 일현로41번길 8-1, 501호 (탄현동,대림프라자)","Y","가상체험 체육시설업","경기 고양시 일산서구 일현로41번길 8-1"
"","N","",545,"20161007","정상운영","2016-12-22","실내","","",250,"(역삼동, 창성재단빌딩)","BKW4rY49rZx6vYnppePzHwKBsTAC4uhUui8ZOYI9O04=","골프","강남구","역삼동","","070-5121-5585","","2023-04-15","신고","서울특별시","F&G 피트니스&골프 재활센터","서울특별시 강남구 테헤란로25길 7 (역삼동, 창성재단빌딩)","Y","가상체험 체육시설업","서울특별시 강남구 역삼동 646-14 "
"","N","",546,"20171123","정상운영","2018-11-15","실내","35.1206425973","48731",1030,"","Pw155lgKlCXXy9ygi1QSJ9Ntfj2BxKVrqVaAA3AeUTo=","골프","동구","초량동","48731","051-966-2000","129.0430631936","2023-04-26","신고","부산광역시","웰리빙 스크린 골프","부산광역시 동구 중앙대로 270 (초량동)","Y","가상체험 체육시설업","부산광역시 동구 초량동 1169-3 강남빌딩"
"경기도","N","",547,"20161231","정상운영","2016-12-31","실내","37.2555311467","16703",352,"","dPN4RynkByIBMItDByrVLUxQ5FY+DqCZHcPHu6qzvqQ=","골프","수원시","영통동","16703","031-205-4038","127.0743070967","2023-05-11","신고","경기도","비젼골프존 영통","경기도 수원시 영통구 봉영로 1617 (영통동)","Y","가상체험 체육시설업","경기도 수원시 영통구 영통동 958-2 훼미리타워"
"광주광역시","N","",548,"20230112","정상운영","2023-01-19","없음","35.1260273840757","62076",1319,"","6b/H6u6LZ+xErJ0QPTqxlqQcMUu9ET7CmgK+mGp3Oi8=","골프","서구","세하동","62076","","126.841472478057","2023-03-11","신고","광주광역시","프렌즈 스크린 세하","광주광역시 서구 풍서좌로253번길 26(세하동)","Y","가상체험 체육시설업","광주광역시 서구 세하동 934-6"
"경기도","N","",549,"20230412","정상운영","2023-04-14","없음","37.6900494335905","10017",480,"","","골프","김포시","도사리","10017","031-981-5972","126.611348363192","2023-04-15","신고","경기도","다온 스크린","경기도 김포시 통진읍 서암고정로 66-1","Y","가상체험 체육시설업","경기도 김포시 통진읍 도사리 180-14"
"경기도","N","신원프라자",550,"20111214","정상운영","2023-05-04","없음","0","16421",240,"(천천동)","","골프","수원시","","16421","296-7553","0","2023-05-05","신고","경기도","짱스크린","경기도 수원시 장안구 정자천로13번길 45 (천천동)","Y","가상체험 체육시설업","경기도 수원시 장안구 천천동 325-40 신원프라자"
"경기도","N"," 메인시네마타워 7층 702,702-1호 (호평동)",551,"20181226","정상운영","2020-09-28","실내","37.65508880945","12150",361," 메인시네마타워 7층 702,702-1호 (호평동)","QHWtYLwdyWE4A2l0GRkZraLEYKfMfFUne35GggEvq+c=","골프","남양주시","호평동","12150","","127.244107182497","2023-03-24","신고","경기도","호평스크린골프","경기도 남양주시 늘을2로 26 (호평동)","Y","가상체험 체육시설업","경기도 남양주시 호평동 640 메인시네마타워"
"","N","",552,"20110215","정상운영","2017-07-12","실내","37.2530830289","",330,"","igon1DW+D8V0PxLdy1/ydZ+cMSyBt15ZdT+vUg/NXxs=","골프","용인시","","","031-323-0988","127.214117329","2023-05-13","신고","경기도","유림스크린골프","처인구 한터로 34 (유방동)","Y","가상체험 체육시설업",""
"서울특별시","N","리더스퀘어마곡",553,"20220617","정상운영","2022-06-28","없음","0","07802",959,"리더스퀘어마곡 A동 5층 (마곡동)","EHFFTBT9WIMs2qXdoGhb7HhSYt5Sn24oQCqpaD8rlx4=","골프","강서구","","07802","","0","2023-04-15","신고","서울특별시","박희정 골프아카데미","서울특별시 강서구 마곡중앙6로 45(마곡동)","Y","가상체험 체육시설업","서울특별시 강서구 마곡동 772-5 리더스퀘어마곡"
"전라북도","N","",554,"20230302","정상운영","2023-03-14","없음","35.9504205029423","54669",965,"","","골프","익산시","장신리","54669","063-856-1010","126.929806770706","2023-03-14","신고","전라북도","프렌즈스크린골프(오산면)","전라북도 익산시 오산면 선화2로 1-20","Y","가상체험 체육시설업","전라북도 익산시 오산면 장신리 23-4"
"경기도","N","902호",555,"20130624","정상운영","2017-07-27","실내","37.2767143829","17006",168,"902호","ji9SKV1PqmU+4EhJPg932OoEYpDjV9N8MhxlFAqWPJ8=","골프","용인시","","17006","031-8005-9993","127.151903127","2023-04-15","신고","경기도","동백비전골프존","경기도 용인시 기흥구 동백5로 17 (중동)","Y","가상체험 체육시설업","경기도 용인시 기흥구 중동 832-7 레이크시티프라자"
"강원도","N","",556,"20220304","정상운영","2022-06-15","없음","38.2057369759335","24826",436,"","BnsFuhRc/4EtjGdNXSTkb59GLiSmlx1+1hzm9I66dNo=","골프","속초시","중앙동","24826","","128.592263399006","2023-03-31","신고","강원도","JL Golf studio","강원도 속초시 중앙로 167(중앙동)","Y","가상체험 체육시설업","강원도 속초시 중앙동 468-6"
"경상북도","N","",557,"20220204","정상운영","2023-03-31","없음","36.2924755753265","37456",199,"","","골프","청송군","도평리","37456","054-872-0088","129.017987733081","2023-03-31","신고","경상북도","현동리치골프존","경상북도 청송군 현동면 안현로 1090","Y","가상체험 체육시설업","경상북도 청송군 현동면 도평리 658-3"
"제주특별자치도","N","",558,"20201224","정상운영","2021-12-07","없음","33.2798724864469","63519",164,"","Pxne2DwM4rZFK/Xe4+HZzIsGNbHRJkE2UOAdoGTb8tE=","골프","서귀포시","구억리","63519","","126.290932850549","2023-03-24","신고","제주특별자치도","A to Z Golf Studio","제주특별자치도 서귀포시 대정읍 중산간서로 2217","N","가상체험 체육시설업","제주특별자치도 서귀포시 대정읍 구억리 188-14"
"경기도","N","",559,"20221026","정상운영","2022-11-07","실내","0","16630",129,"1동 602호 (호매실동)","nhHZ04x208HdEGbJJTQMhvQLRAVLIftQrVKZvzsBXgs=","골프","수원시","","16630","","0","2023-03-24","신고","경기도","그리너스 골프 주식회사","경기도 수원시 권선구 호매실로104번길 18(호매실동)","Y","가상체험 체육시설업","경기도 수원시 권선구 호매실동 1406"
