addr_ctpv_nm,nation_yn,faci_daddr,row_num,base_ymd,faci_stat_nm,faci_mng_type_cd,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,faci_road_daddr,faci_cd_hash,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"전라남도","N","",420,"19870901","정상운영","","2016-12-31","실내","35.5827283037","",6485,"","ehZx7k/5eDpZaO8G//vXtuxtFZtabnykcdc0Ke9qE6c=","수영장","목포시","","목포시","","061-270-8371","128.806415549","2016-12-31","공공","전라남도","목포실내체육관실내수영장","","N","수영장","상동 349-1"
"부산광역시","N","",421,"20060407","정상운영","자체운영        ","2016-12-31","실내","35.0894345871","49445",1810,"부산시 사하구 감천로68  (감천동, 사하구국민체육센타)","1blr0CrASmmLH9tAzLwLWr6tt8CTK6vDeiQP4SrhWv4=","수영장","사하구","감천동","사하구","49445","051-202-3800","128.9988758569","2020-03-26","공공","부산광역시","사하구국민체육센터수영장","부산광역시 사하구 감천로 68 (감천동)","N","수영장","부산광역시 사하구 감천동 702-1 사하국민체육센터"
"충청북도","N","",422,"20120511","정상운영","자체운영        ","2016-12-31","실내","36.3062665406","29040",3404,"","5RlhkMK13A5iPG/ibAVo566APoPcXsQkctULMycZCNg=","수영장","옥천군","문정리","옥천군","29040","0437304971","127.5780108376","2023-03-15","공공","충청북도","옥천국민체육센터","충청북도 옥천군 옥천읍 동부로 39-1","N","수영장","충청북도 옥천군 옥천읍 문정리 420-2 국민체육센터"
"","N","",423,"","정상운영","","2016-12-31","실외","37.7217364865","415875",380,"","GOKOQI37ud+SmmwmgKrJs5MhvKZYSDGptYUpUlaQYjo=","실외","김포시","","","415875","031-981-7300","126.554232908","2020-07-27","신고","경기도","김포사계절썰매장 야외수영장","김포시 월곶면 용강로13번길 38","N","수영장업","경기 김포시 월곶면 용강로13번길 38"
"경기도","N","",424,"20161231","폐업","","2016-12-31","실외","37.6121879211","415808",519,"","5CilKmMh5O/at+LQbRNhHMaq0syTrkBMzQodmMHmQfs=","실외","김포시","","김포시","415808","031-981-4440","126.71740931","2021-07-02","신고","경기도","장능실외수영장","김포시 장릉로 68 (풍무동)","N","수영장업","경기 김포시 장릉로 68"
"인천광역시","N","",425,"20161231","폐업","","2016-12-31","","37.4505924871","400420",4262,"","OzES24+j8Oipj2Nnrw3Gshell1HXhDVePISZJ+l0Wcc=","실외","중구","","중구","400420","","126.370874837","2020-06-19","신고","인천광역시","골든웨이브","인천시 중구 용유서로 379","N","수영장업","인천 중구 용유서로 379"
"","N","",426,"20161231","폐업","","2016-12-31","실외","37.4314853059","21902",1173,"","8c31RQBQzEbKeVB1iBYv+ihJ/UvE61PbZPB0Fos5rWo=","실외","연수구","","","21902","032-832-0135","126.664394544","2020-06-19","신고","인천광역시","청학풀장","인천광역시 연수구 청학로 49 (청학동)","N","수영장업","인천광역시 연수구 청학동 22-4 청학유치원"
"","N","",427,"20161231","폐업","","2016-12-31","","37.7028366854","415871",640,"","yMgVCQ3IZlV/0zGGrVB8KKFyqzw41CsS514BQ+EoZjg=","실외","김포시","","","415871","031-981-5976","126.565517912","2020-06-19","신고","경기도","김포스파월드","김포시 월곶면 군하로 65","N","수영장업","경기 김포시 월곶면 군하로 65"
"전라북도","N","",428,"","정상운영","","2016-12-31","실내","","",1264,"","Npde+NAsDLDGXUbEaqfadJoKrJrNKziBc/aYngzARyU=","수영장","익산시","","익산시","","838-9100","","2020-07-27","공공","전라북도","익산문화체육센터수영장","","N","수영장",""
"경기도","N","양지면주민자치센터",429,"","정상운영","자체운영        ","2016-12-31","실내","37.2366624273","17158",2031,"","6jypaXHHSCZW6G21t1IktD8qfPRspTPO/S278Z1WL3Y=","수영장","용인시","양지리","용인시 처인구","17158","","127.285825886","2020-07-27","공공","경기도","양지수영장","경기도 용인시 처인구 양지면 향교로11번길 3","N","수영장",""
"서울특별시","N","",430,"20140101","정상운영","위탁운영        ","2016-12-31","실내","37.5266934256","07221",6674,"","D444ZgfN3QmZvbjL5TJVo029FujwADsCE+rXe/5zVSM=","수영장","영등포구","당산동4가","영등포구","07221","2630-2900","126.9027309194","2017-07-28","공공","서울특별시","영등포제2스포츠센터 수영장","서울특별시 영등포구 국회대로 615 (당산동4가)","N","수영장",""
"경기도","N","",431,"","정상운영","","2016-12-31","실내","","","","","a0xffS2Y6Is03p5xwv4uQIqNJ3hVMVLAM5WMQQcnzJU=","수영장","남양주시","","남양주시","","","","2020-07-27","공공","경기도","와부체육문화센터수영장","","N","수영장",""
"","N","",432,"20161231","폐업","","2016-12-31","실내","37.4230486387","406707",2548,"","Dx93Mp9SbTpKs5OneFu6pY6DoW3TmwfsmBA2Comd+Bs=","실내","연수구","","","406707","032-814-7000","126.674861896","2020-09-22","신고","인천광역시","동남스포피아 수영장","연수구 새말로 27. 지하1층(연수동)","N","수영장업","인천 연수구 새말로 27"
"","N","",433,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.4153984123","21963",485,"지하 1층","8YTFYtZruoLePBnpx51Q77w7uhww63fipH4OVLoaxjA=","실내","연수구","","","21963","032-814-3322","126.672680918","2022-10-27","신고","인천광역시","멤버쉽풀","인천광역시 연수구 동곡재로 16 (동춘동)","N","수영장업","인천광역시 연수구 동춘동 1113-2"
"강원도","N","",434,"","정상운영","","2016-12-31","","38.2103002729","217130",225,"","PhVLfFWDVu3K9xAOR9mFcFkfPJ2mG/gVpHSccWaqnEk=","실외","속초시","","속초시","217130","033-630-5637","128.52872156","2020-07-27","신고","강원도","한화호텔앤드리조트 실외수영장","속초시 미시령로2983번길 111 (장사동)","N","수영장업","강원 속초시 미시령로2983번길 111"
"강원도","N","",435,"","정상운영","","2016-12-31","","","",7067,"","JleknEi86wDrzM6K/Vxtmz0dytr253/xF7d7jRNYLBI=","실외","홍천군","","홍천군","","1588-4888","","2020-07-27","신고","강원도","비발디파크 오션월드","","N","수영장업","서면 팔봉리 산125-24"
"대구광역시","N","",436,"","정상운영","자체운영        ","2016-11-07","","35.7984744184","711833",2351,"","AmROeUD/XjmBp4AudmWRXA8obdznTl7K9P7dE5047DM=","실내","달성군","","달성군","711833","053-282-4332","128.488180362","2020-07-27","신고","대구광역시","달성군여성문화복지센터","달성군 화원읍 성천로 5","N","수영장업","대구 달성군 화원읍 성천로 5"
"인천광역시","N","",437,"","정상운영","자체운영        ","2016-12-31","없음","37.4574636442","402840",454,"","5mqUyzac9yP0h2b7zuGaqLS2N4k0KEjrwqhGUsqKhKs=","실내","남구","","남구","402840","032-422-4420","126.688226239","2020-07-27","신고","인천광역시","에이스스포츠센터","인천 남구 주안 4동 300-3","N","수영장업","인천 남구 주안4동 300-3"
"경기도","N","",438,"20161231","","자체운영        ","2016-12-31","실내외","37.337277795147806","12809","","","6nBllTJAfZmoEW1R1RcdTJb0kLe5JO4GeGU9X92bA0M=","실외","광주시","도웅리","광주시","12809","","127.30237059682767","2023-04-26","신고","경기도","스파 라 스파(Spa la Spa)","경기도 광주시 도척면 도척윗로 278","N","수영장업","경기도 광주시 도척면 도웅리 534"
"부산광역시","N","",439,"19999999","정상운영","위탁운영        ","2016-12-31","실내","35.3049746328707","46039",2578,"","QFGSyjKh7jlFVZg0ydr+Z2UeX775TBD9rJH0rR6uqEY=","수영장","기장군","","기장군","46039","051-792-4841","129.242850043344","2022-12-19","공공","부산광역시","기장군국민체육센터수영장","부산광역시 기장군 일광읍 체육공원1로 29","N","수영장","부산광역시 기장군 일광읍 원리 39 기장국민체육공원"
"부산광역시","N","",440,"","정상운영","자체운영        ","2016-12-31","실내","35.312167345090074","619961",2333,"","Ljg1F/6J2So7nMasO+ioB6Bq/yZPeJAynJXqYo3YNQE=","수영장","기장군","달산리","기장군","","051-792-4710","129.18406909334067","2020-01-29","공공","부산광역시","기장군청소년수련관수영장","부산 기장군 정관읍 달산리 427","N","수영장","부산 기장군 정관읍 달산리 427"
"부산광역시","N","",441,"19999999","정상운영","위탁운영        ","2016-12-31","실내","35.2436523396729","46059",4889,"","NGVeGtEB6AwladT8i5uAG+usXnQB2CPHByleBsW8/qo=","수영장","기장군","서부리","기장군","46059","051-792-4790","129.208201077147","2022-12-19","공공","부산광역시","기장생활체육센터수영장","부산광역시 기장군 기장읍 차성서로109번길 24","N","수영장","부산광역시 기장군 기장읍 서부리 198 기장생활체육공원"
"경기도","N","",442,"","정상운영","","2016-12-31","실내","","",2205,"","AG4PstrCl6n1WRW4Up9C95uttYJOIhlrtjgL7yl5RXo=","수영장","김포시","","김포시","","031-980-9690","","2020-07-27","공공","경기도","김포한강스포츠센터","김포시 한강4로 419-37(마산동)","N","수영장","김포시 한강4로 419-37(마산동)"
"부산광역시","N","",443,"19999999","정상운영","위탁운영        ","2016-12-31","실내","35.1803978345415","48075",801,"","3SPmUKKEO7vSU/TWkAujCg0Pu7kMlmpkae3/AqGM0UI=","수영장","","좌동","해운대구","48075","051-709-0700","129.176687302318","2022-11-17","공공","부산광역시","부산한마음스포츠센터수영장","부산광역시 해운대구 세실로 175(좌동)","N","수영장","부산광역시 해운대구 좌동 1404 한마음스포츠센터"
"서울특별시","N","",444,"20040709","정상운영","위탁운영        ","2016-11-07","실내","37.5587824458","07627",1047,"","RX5XirGCNxvyQRT6rOusbF3NrDsRb+rM9AHWlmBKqco=","수영장","강서구","공항동","강서구","07627","2666-9003","126.8100731486","2016-12-30","공공","서울특별시","공항동문화체육센터수영장","서울특별시 강서구 송정로 45 (공항동)","N","수영장","서울특별시 강서구 공항동  60-28"
"","N","",445,"20161231","정상운영","자체운영        ","2016-12-31","실내","37.5060165379","138864",437,"","u1PGnSYxMFSI/xzpGM13n8gbfrKtWXaSkPTLA4+dOLs=","실내","송파구","","","138864","02-420-0065","127.088967949","2021-04-14","신고","서울특별시","키즈마린 워터파크","서울특별시 송파구 삼전로 81 (잠실동)","N","수영장업",""
"","N","",446,"","정상운영","자체운영        ","2016-12-31","실내","37.5060679259","05602",321,"","Kxx9nZUpZ6EqzhXgutmUMS7BUaiT1cl2wa1qMqSvA0w=","실내","송파구","삼전동","","05602","02-417-7555","127.0969437331","2020-07-27","신고","서울특별시","(주)스위스키즈베어","서울특별시 송파구 삼학사로 99 (삼전동)","N","수영장업",""
"경상북도","N","",447,"20140617","정상운영","위탁운영        ","2016-11-07","실내","35.9919995726","39872",893,"","BSgYmineFeSTFq19ZBzPaq6AlxTGIb3+VMJ8CLIPdVo=","수영장","칠곡군","석전리","칠곡군","39872","054-971-3031","128.4173003468","2018-12-31","공공","경상북도","칠곡교육문화회관수영장","경상북도 칠곡군 왜관읍 관문로1길 32","N","수영장","경상북도 칠곡군 왜관읍 석전리 254"
"울산광역시","N","",448,"20100925","정상운영","위탁운영        ","2016-11-07","실내","35.5228392159","44766",4050,"","pyZv21GjoXpGGUuzE6NVGCj/zY9Be7nQ+xcW+O9HFt0=","수영장","남구","야음동","남구","44766","052-256-6310","129.3379632333","2019-01-30","공공","울산광역시","남구국민체육센터수영장","울산광역시 남구 여천로 38 (야음동)","N","수영장","울산광역시 남구 야음동  270-1 남구국민체육센터"
"경상남도","N","",449,"","정상운영","","2016-12-31","","35.1874979382","660989",541,"","NS++jyii9Tdb97/stqCiJzRsCEJ6dD659qfPTKvWcB8=","실내","진주시","","진주시","660989","055-745-9898","128.045687193","2020-07-27","신고","경상남도","키튼드림센터수영장","진주시 서장대로61번길 11 (판문동)","N","수영장업","경남 진주시 서장대로61번길 11"
"경상남도","N","",450,"20111122","폐업","자체운영        ","2016-12-31","없음","34.8424017433","650070",3186,"","EqiVx38aVTbbSPgLjoRd+VW4F/3axCQaEnBIQQfrMAw=","실내","통영시","","통영시","650070","055-649-3804","128.427155064","2022-11-22","신고","경상남도","통영실내수영장","통영시 남망공원길 16번지","N","수영장업",""
"제주특별자치도","N","",451,"20161107","폐업","자체운영        ","2016-11-07","실내","33.2477461453","697841",611,"","d8j2hbmU3MzFWIYfHudhMFKMZ/VQBC2OHn71fpfdoLw=","실내","서귀포시","","서귀포시","697841","","126.569909326","2020-09-17","신고","제주특별자치도","서귀포중학교 실내수영장","서귀포시 태평로474","N","수영장업","제주특별자치도 서귀포시 태평로 474"
"제주특별자치도","N","",452,"20110930","정상운영","자체운영        ","2016-12-31","실내","33.2564828062","699923",5203,"","+0ALLllA53DHbn8aoUCYNOeYu+7sUk6axHjxXZFpcsk=","실내","서귀포시","","서귀포시","699923","064-792-7776","126.329133285","2019-10-10","신고","제주특별자치도","(주)마린파크","서귀포시 안덕면 화순서서로 63","N","수영장업",""
"서울특별시","N","",453,"","정상운영","자체운영        ","2016-11-07","실내","37.5205734705","158885",317,"","+OFPNQq/M6epSizIUiceHWrDrsmWTixID+3GuCphOzI=","실내","양천구","","양천구","158885","02-2653-0302","126.868829832","2020-07-27","신고","서울특별시","블루라군수영장","서울시 양천구 목동서로 299 토피아빌딩 B02호(신정동)","N","수영장업",""
"서울특별시","N","지하1층",454,"","정상운영","자체운영        ","2016-11-07","없음","37.5248679624","158860",490,"","Fuz7TOByF5Y78dioNgPl/476O6LaA8Dm518sWUq8Mo4=","실내","양천구","","양천구","158860","02-2694-8875","126.864324381","2020-07-27","신고","서울특별시","이노스베이 제우스관","서울시 양천구 목동로 183(신정동)","N","수영장업",""
"서울특별시","N","",455,"","정상운영","자체운영        ","2016-12-31","없음","37.518929149","158852",261,"","FBJq2Vep3RbWpGz/rtR8zVFkMulQeFCxa9TOglw0kfE=","실내","양천구","","양천구","158852","02-2653-2302","126.87129416","2020-07-27","신고","서울특별시","MEMBERSHIP POOL(멤버십풀)","서울시 양천구 목동동로10길 14(신정동) 지층","N","수영장업",""
"서울특별시","N","",456,"20161231","폐업","자체운영        ","2016-12-31","실내","37.5271967934","158724",516,"","TUl0miTOl0tF/4nE0hXohP5iaIvWefxOCUOsa8IvXxc=","실내","양천구","","양천구","158724","02-2163-3700","126.874691975","2023-01-26","신고","서울특별시","휘트니스클럽아로마","서울시 양천구 목동동로 257(목동 현대백화점 목동점 UPLEX 8층)","N","수영장업","서울 양천구 목동동로 257"
"서울특별시","N","",457,"19900725","정상운영","자체운영        ","2016-12-31","실외","37.550069386","100856",7680,"","t+Qx1tVk5c9wlZlkvCHpYmBTDjj9CSITIxScIHVadBM=","실외","중구","","중구","100856","02-2250-8000","127.000497927","2020-09-24","신고","서울특별시","Banyan Tree Club&SPA Seoul Oasis","서울특별시 중구 장충단로 60","N","수영장업","서울 중구 장충단로 60"
"서울특별시","N","",458,"","정상운영","","2016-12-31","","37.5575907792","100856",1885,"","qrZ5jDO2PkooKtNINWUMzmEjF730TcA0SPRpVffatCI=","실외","중구","","중구","100856","","127.005713155","2020-07-27","신고","서울특별시","㈜호텔신라휘트니스클럽","서울특별시 중구 동호로 249","N","수영장업","서울 중구 동호로 249"
"서울특별시","N","",459,"","정상운영","자체운영        ","2016-12-31","없음","37.5348134951","04350",19508,"","JDiYeeTIBxFouMtiSar3liD5qZZzadqGQ0Qfp+G9fy4=","실외","용산구","이태원동","용산구","04350","02-794-0171","126.9937364494","2020-07-27","신고","서울특별시","해밀톤호텔수영장","서울특별시 용산구 이태원로 179 (이태원동)","N","수영장업",""
"서울특별시","N","",460,"","정상운영","","2016-12-31","","37.5472467248","143847",7472,"","f/NaBeRCEb4r2v3CHs5idNL1WbxD3wPEtWFRxo27fig=","실외","광진구","","광진구","143847","02-511-5318","127.078302851","2020-07-27","신고","서울특별시","어린이회관 수영장","서울특별시 광진구 광나루로 441 (능동)","N","수영장업","서울 광진구 광나루로 441"
"부산광역시","N","",461,"","폐업","","2016-12-31","","35.2179171881","",9966,"","C3fZxBbxA3bqrNNLHh871DL1MWntQAZMO2gaffrTYYA=","실외","북구","","북구","","02-987-9987","128.998415756","2020-07-27","신고","부산광역시","아이스 온 아트","덕천동 763번지 화명생태공원 내","N","수영장업","부산 북구 덕천동 763"
"서울특별시","N","",462,"","정상운영","","2016-12-31","","37.5482969022","133801",388,"","kLJuS5LFFDR+GzZoipzc7JyJ78vBbYazmm/G4sF9UwY=","실내","성동구","","성동구","133801","02-2282-2287","127.026276343","2020-07-27","신고","서울특별시","짐엔풀","서울특별시 성동구 금호동1가 1558번지 서희빌딩 1층 ","N","수영장업","서울 성동구 금호동1가 1558"
"부산광역시","N","",463,"","정상운영","위탁운영        ","2016-11-07","실외","35.2223676233","46500",4200,"","YGT+LrO1i6FS/rZQmnLJtKs6vBXMQMOmSXc+m00JPeI=","수영장","북구","덕천동","북구","46500","","129.0006773404","2020-07-27","공공","부산광역시","화명야외수영장","부산광역시 북구 강변대로 1629 (덕천동)","N","수영장","부산광역시 북구 덕천동  763 화명 수상레포츠타운"
"대구광역시","N","",464,"","정상운영","위탁운영        ","2016-11-07","실내","35.9057786793","41516",5794,"","QRyFfjAXMcvWzgpY9x7iIBvMh2si4LWGFcVL19Bun6Q=","수영장","북구","산격동","북구","41516","","128.6160516833","2020-07-27","공공","대구광역시","북구청소년회관실내수영장","대구광역시 북구 검단로 71-17 (산격동)","N","수영장","대구광역시 북구 산격동  120 북구청소년회관"
"서울특별시","N","",465,"","정상운영","","2016-12-31","실내","","",5733,"","oczkd7pvTJEmOt24HOySRJA6FsQd2ydz2OzDuq6c2IQ=","수영장","","","성동구","","","","2020-07-27","공공","서울특별시","성동청소년수련관수영장","","N","수영장",""
"경상남도","N","초전동 1583-14",466,"20081218","정상운영","자체운영        ","2016-12-31","실내","35.2088827404","52733",3980,"","/i2eFxXOZ78eQoDh2Dnd4+YAxWLk4U29U7Loe97hVwo=","수영장","진주시","초전동","진주시","52733","","128.1250554685","2017-01-31","공공","경상남도","진주실내수영장","경상남도 진주시 남강로 1655 (초전동)","N","수영장",""
"경기도","N","",467,"","정상운영","위탁운영        ","2016-11-07","실외","37.905240275091245","11340",250,"","Kjm0oXNUXj8jkCjmd80Ri6M+iWEu1hcGvrMcY8H13lQ=","수영장","동두천시","상패동","동두천시","11340","031-860-3247","127.04394774119258","2020-07-27","공공","경기도","청소년문화회관실외수영장","경기도 동두천시 어수로 4 (상패동)","N","수영장","경기도 동두천시 상패동 122"
"경상북도","N","",468,"","정상운영","","2016-12-31","실내","","",6544,"","fq6hkXYjxxfyHkGfpENppIwXRcVAlxxGYWbEiVnNCDc=","수영장","구미시","","구미시","","054-480-5192","","2020-07-27","공공","경상북도","구미시청소년수련관","","N","수영장",""
"서울특별시","N","",469,"20061130","정상운영","위탁운영        ","2016-11-07","실내","37.5968641247","136861",727,"","nMFoiioFwsZbCnfpSnH9hQpbAwgb7uPC36nS7Dy6kAo=","수영장","강서구","","강서구","136861","3663-7171","127.026329648","2016-12-30","공공","서울특별시","마곡레포츠센터수영장","종암동 54-182번지","N","수영장","서울 성북구 종암동 54-182"
"","N","3층",470,"20161231","폐업","자체운영        ","2016-12-31","실내","33.5058126406","690829",115,"3층","TDqc7yO9IbbTQL3ok+GU1+Ai0cIg2NBKzTrve30m1PA=","실내","제주시","","","690829","064-720-6551","126.526354503","2022-04-22","신고","제주특별자치도","주식회사 칼호텔 네트워크 실내수영장","제주시 중앙로 151(이도일동)","N","수영장업","제주특별자치도 제주시 중앙로 151"
"인천광역시","N","",471,"","정상운영","자체운영        ","2016-12-31","실내","37.5175779124","22771",5505,"","OGAGv4DvunkqsWLZTUIN8kxyHrSOD2a7Rvf1VU5zXnA=","수영장","서구","원창동","서구","22771","","126.659249455","2020-07-27","공공","인천광역시","서구청소년수련관실내수영장","인천광역시 서구 원창로 92 (원창동)","N","수영장",""
"경상남도","N","",472,"","정상운영","","2016-12-31","","35.1751361979","660776",1268,"","AfadZYQL3dtlLcZZk0wGzS/hCnvSimgptheKdmUgBIg=","실내","진주시","","진주시","660776","055-742-4200","128.065068155","2020-07-27","신고","경상남도","신세계수영장","진주시 석갑로 45 (평거동)","N","수영장업","경남 진주시 석갑로 45"
"서울특별시","N","",473,"19990928","정상운영","","2016-12-31","실내","37.1595571644","",3144,"","I9tf7yvRjhafWL/wVVUWvXB2sTVcWxy36JKzf03JSvI=","수영장","양천구","","양천구","","02-2605-4093","128.17992438","2016-12-31","공공","서울특별시","신월문화체육센터수영장","","N","수영장","신월동987번지"
"충청남도","N","",474,"20060807","정상운영","자체운영        ","2016-11-07","실내","36.7984459425","31963",4355,"","rR1lzKMlWOqrEb2N7xfFo0oIc/ZOuAc/ZZQDu647PSg=","수영장","서산시","갈산동","서산시","31963","","126.4355093655","2017-02-09","공공","충청남도","서산국민체육센터수영장","충청남도 서산시 안견로 661 (갈산동)","N","수영장",""
"인천광역시","N","",475,"","정상운영","자체운영        ","2016-12-31","실내","37.5662372375","22704",5354,"","OieQWKs5UcBRtfxTUztNYyeE4QHwsfCwBDU6/hVFHVk=","수영장","서구","검암동","서구","22704","","126.6779214668","2020-07-27","공공","인천광역시","서구국민체육센터실내수영장","인천광역시 서구 승학로 525 (검암동)","N","수영장",""
"대구광역시","N","",476,"20011110","정상운영","위탁운영        ","2016-11-07","실내외","35.8736250298","41759",400,"","qVf8MSiBGX6O3zIwPYH5ykO/6tdCpQbl99x8rNnKAkQ=","수영장","서구","이현동","서구","41759","053-5722-4513","128.5454765947","2021-06-04","공공","대구광역시","서구청소년수련관실내수영장","대구광역시 서구 문화로 122 (이현동)","N","수영장",""
"경기도","N","",477,"","정상운영","자체운영        ","2016-12-31","없음","37.7359833473","482812",310,"","+dFTskxIIHS5Kv+o5nDe8+TcwpK245pK2lG/2SWbmYk=","실외","양주시","","양주시","482812","031-826-1012","126.976534497","2020-07-27","신고","경기도","송추워터피아","양주시 장흥면 가마골로 201","N","수영장업","경기 양주시 장흥면 가마골로 201"
"경기도","N","",478,"","정상운영","자체운영        ","2016-12-31","없음","37.7999188775","487833",4602,"","OPcrlBHAWCMZhdCGQob7h2ph84wlTLOtr0JHB2stBSE=","실외","포천시","","포천시","487833","031-532-2534","127.245198666","2020-07-27","신고","경기도","㈜예지실업","포천시 내촌면 금강로2536번길 27","N","수영장업","경기 포천시 내촌면 금강로2536번길 27"
"경기도","N","",479,"20161231","폐업","자체운영        ","2016-12-31","없음","37.9051755331","487841",2440,"","6Jelxf1GaS4cF/u8C/OFJbFcNm4EXpkZQp/hECWEsXc=","실외","포천시","","포천시","487841","","127.310633136","2020-06-19","신고","경기도","운악수영장","포천시 화현면 화동로432번길 26","N","수영장업","경기 포천시 화현면 화동로432번길 26"
"경기도","N","",480,"","","","2016-12-31","","37.3924778547","",1193,"","EKk2Kd/U7ZaODASng9eyTUJIbOVbbkjC5COlXlx/eAI=","실외","여주시","","여주시","","","127.497459268","2020-07-27","신고","경기도","이포리조트수영장","여주시 금사면 장흥로 416","N","수영장업","경기 여주시 금사면 장흥로 416"
"경기도","N","",481,"20161231","폐업","","2016-12-31","","37.2699085402","469108",868,"","jgJ/HUROMUm8OQJgmBriI5hYic5i0HXlj2aARzBjmzc=","실외","여주시","","여주시","469108","","127.640254857","2020-06-19","신고","경기도","여주황학산유스호스텔 수영장","여주시 세종로 317(교동)","N","수영장업","경기 여주시 세종로 317"
"경기도","N","",482,"19890810","정상운영","자체운영        ","2016-12-31","없음","37.7598791359","477821",1085,"","uG9+GBOcVHTV8aylAyFCwtsVjoDkrpfboPm88HQ8N+8=","실외","가평군","","가평군","477821","031-584-9380","127.395414102","2019-11-19","신고","경기도","캔싱턴리조트 청평야외수영장","가평군 상면 청군로 430","N","수영장업",""
"경기도","N","",483,"","정상운영","","2016-12-31","","37.5640659936","476831",10512,"","Ighb0cstKxpF/shWSDlXX1gZqQmxAjD53qnzhAKAUAE=","실외","양평군","","양평군","476831","","127.456941278","2020-07-27","신고","경기도","한화호텔앤드리조트㈜","양평군 옥천면 신복리 143-1","N","수영장업","경기 양평군 옥천면 신복리 143-1"
"경기도","N","",484,"","정상운영","자체운영        ","2016-12-31","없음","37.4511301443","12572",4650,"","PEkhoxzzciphinpuOqC53BC7sOi18ZR7GQCPiC//h94=","실외","양평군","화양리","양평군","12572","031-772-2311","127.4965545381","2020-07-27","신고","경기도","kobaco연수원","경기도 양평군 강상면 강남로 1375","N","수영장업","경기도 양평군 강상면 화양리 45"
"경기도","N","",485,"","정상운영","","2016-12-31","","37.5640659936","476831",9819,"","KvYV17rn67Rzn++6Q10jgS+hLndRaJnPmcM3slPnnek=","실외","양평군","","양평군","476831","","127.456941278","2020-07-27","신고","경기도","한화호텔앤드리조트㈜","양평군 옥천면 신복리 143-1","N","수영장업","경기 양평군 옥천면 신복리 143-1"
"경기도","N","",486,"","정상운영","","2016-12-31","","37.4811568347","476873",2500,"","nBxZ8S2wh59YJDOYamko/KYPSNI1jTz+vuC4/EYmsPY=","실외","양평군","","양평군","476873","","127.647995435","2020-07-27","신고","경기도","㈜미리내수련원","양평군 지평면 월산저수지길 21","N","수영장업","경기 양평군 지평면 월산저수지길 21"
"경기도","N","",487,"","정상운영","","2016-12-31","","37.4790099103","476842",330,"","8Qc0vTPshEdwzcrtX4qyMFrRX7L45vvgKXkDdAIru7w=","실외","양평군","","양평군","476842","","127.576136407","2020-07-27","신고","경기도","SN수련원","양평군 용문면 용문로 164번길 42","N","수영장업","경기 양평군 용문면 용문로164번길 42"
"경기도","N","",488,"","정상운영","","2016-12-31","","37.4682406044","476892",352,"","VNpi9xcJ5Z8DHdVXaGIHDs2l3hzfyhLrCShDR/hzhZk=","실외","양평군","","양평군","476892","","127.530864726","2020-07-27","신고","경기도","쉐르빌수영장","양평군 개군면 신내길 7번길 37","N","수영장업","경기 양평군 개군면 신내길7번길 37"
"서울특별시","N","",489,"","정상운영","자체운영        ","2016-12-31","실내","37.5789752667","03718",4937,"","lr8+gBCa+KOlX7yNuhCxNJax99nbJMI0jujd0jss40g=","수영장","","연희동","서대문구","03718","","126.938346403","2020-07-27","공공","서울특별시","서대문청소년수련관수영장","서울특별시 서대문구 연희로32길 129 (연희동)","N","수영장",""
"제주특별자치도","N","",490,"20070629","정상운영","자체운영        ","2016-12-31","실외","33.3228717542","699914",600,"","d7AhwZkd9FAo0Zzv3583G40CC86DPnShjKBNJtRzd7k=","실외","서귀포시","","서귀포시","699914","064-780-8221","126.844955605","2020-02-24","신고","제주특별자치도","해비치호텔앤리조트","서귀포시 표선면 민속해안로 537","N","수영장업","제주특별자치도 서귀포시 표선면 민속해안로 537"
"제주특별자치도","N","",491,"","폐업","","2016-12-31","","33.3228717542","699914",800,"","LjqzKQrUSCmY5vFLlAQQBQuscF597VBp819uR4Jhl5k=","실외","서귀포시","","서귀포시","699914","","126.844955605","2020-07-27","신고","제주특별자치도"," 해비치호텔&리조트","서귀포시 표선면 민속해안로 537","N","수영장업","제주특별자치도 서귀포시 표선면 민속해안로 537"
"제주특별자치도","N","서귀포시 동홍로 443(동홍동)",492,"20151102","정상운영","자체운영        ","2016-11-07","없음","33.2855227984","697839",54,"","0SJb2yx472nL5IZtC6/Kidk19GM1j1Rlxlsd9XuBEtA=","실외","서귀포시","","서귀포시","697839","064-733-8866","126.558151653","2019-10-14","신고","제주특별자치도","제주헬스케어타운콘도미니엄-2","서귀포시 동홍로 443(동홍동)","N","수영장업","제주특별자치도 서귀포시 동홍로 443"
"제주특별자치도","N","",493,"19980501","정상운영","자체운영        ","2016-12-31","실외","33.2336777527","697828",1769,"","lZln/a8COgu87b7LR20SZP/aCtZ90frbPfS8+N82W9A=","실외","서귀포시","","서귀포시","697828","064-739-9001","126.489040391","2020-07-08","신고","제주특별자치도","켄싱턴 수영장","서귀포시 이어도로 684 (강정동)","N","수영장업","제주특별자치도 서귀포시 이어도로 684"
