addr_ctpv_nm,nation_yn,row_num,base_ymd,faci_stat_nm,reg_dt,inout_gbn_nm,faci_lat,faci_zip,faci_gfa,ftype_nm,cpb_nm,addr_emd_nm,addr_cpb_nm,faci_road_zip,faci_tel_no,faci_lot,updt_dt,faci_gb_nm,cp_nm,faci_nm,faci_road_addr,atnm_chk_yn,fcob_nm,faci_addr
"경상남도","N",178,"20220701","정상운영","2022-07-08","실내","35.2288997685417","50959",365,"인공암벽장","김해시","외동","김해시","50959","","128.848790687536","2022-11-19","신고","경상남도","김해클라이밍","경상남도 김해시 금관대로 1125(외동, 성평그린빌아파트)","N","인공암벽장업","경상남도 김해시 외동 1104 성평그린빌아파트"
"경기도","N",179,"20220613","정상운영","2022-06-14","실내","0","10596",171,"인공암벽장","고양시","","고양시","10596","","0","2022-06-14","신고","경기도","RPM 클라이밍","경기도 고양시 덕양구 고양대로 1942(동산동)","N","인공암벽장업","경기도 고양시 덕양구 동산동 74-10"
"경기도","N",180,"20220603","정상운영","2022-06-14","없음","37.7084591696246","12067",264,"인공암벽장","남양주시","연평리","남양주시","12067","","127.188824723583","2022-06-14","신고","경기도","오남 무브온 클라이밍","경기도 남양주시 진접읍 진건오남로 982-28","N","인공암벽장업","경기도 남양주시 진접읍 연평리 51-2"
"경상남도","N",181,"20220610","정상운영","2022-06-14","실내","35.2503292375342","50813",221,"인공암벽장","김해시","삼방동","김해시","50813","","128.903718993516","2022-12-28","신고","경상남도","위드클라이밍짐","경상남도 김해시 인제로 246(삼방동)","N","인공암벽장업","경상남도 김해시 삼방동 573-7"
"경상남도","N",182,"20220608","정상운영","2022-06-14","실내","35.2029087964574","50981",251,"인공암벽장","김해시","부곡동","김해시","50981","","128.808567623173","2022-06-14","신고","경상남도","더코아 클라이밍","경상남도 김해시 능동로 159(부곡동)","N","인공암벽장업","경상남도 김해시 부곡동 1161-10"
"제주특별자치도","N",183,"20220531","정상운영","2022-06-14","실내","33.4902127701919","63125",234,"인공암벽장","제주시","연동","제주시","63125","","126.491219639222","2022-06-15","신고","제주특별자치도","픽스볼더","제주특별자치도 제주시 삼무로 41(연동)","N","인공암벽장업","제주특별자치도 제주시 연동 271-36"
"전라남도","N",184,"20220928","정상운영","2022-10-04","없음","0","58690",289,"인공암벽장","목포시","","목포시","58690","","0","2022-10-07","신고","전라남도","목포리드클라이밍센터","전라남도 목포시 백년대로 324(상동)","N","인공암벽장업","전라남도 목포시 상동 882-2"
"경상남도","N",185,"20220907","정상운영","2022-10-04","없음","35.3151978592608","50652",314,"인공암벽장","양산시","범어리","양산시","50652","","129.012079762717","2022-10-04","신고","경상남도","어썸클라이밍짐","경상남도 양산시 물금읍 부산대학로 156","N","인공암벽장업","경상남도 양산시 물금읍 범어리 2782-4 에이원메트로"
"경기도","N",186,"20220916","정상운영","2022-09-20","없음","37.3926558152071","14084",356,"인공암벽장","안양시","안양동","안양시","14084","","126.93822186211","2023-05-11","신고","경기도","클라임데이즈","경기도 안양시 만안구 덕천로152번길 25(안양동)","N","인공암벽장업","경기도 안양시 만안구 안양동 1432 안양아이에스BIZ타워센트럴"
"경기도","N",187,"20220719","정상운영","2022-10-17","없음","0","18115",210,"인공암벽장","오산시","","오산시","18115","","0","2023-01-19","신고","경기도","오산 클라이밍센터","경기도 오산시 오산로 336(궐동)","N","인공암벽장업","경기도 오산시 궐동 72-3"
"서울특별시","N",188,"20220607","정상운영","2022-10-24","실내","37.4884520759924","06999",374,"인공암벽장","동작구","사당동","동작구","06999","02-533-5294","126.978107297965","2022-10-24","신고","서울특별시","볼더라이프 컴퍼니","서울특별시 동작구 동작대로29길 69(사당동)","N","인공암벽장업","서울특별시 동작구 사당동 120-1"
"경기도","N",189,"20220930","정상운영","2022-10-24","없음","37.1933905246238","18482",208,"인공암벽장","화성시","청계동","화성시","18482","","127.100057840152","2022-10-24","신고","경기도","CL클라이밍","경기도 화성시 동탄대로 446(청계동)","N","인공암벽장업","경기도 화성시 청계동 564"
"서울특별시","N",190,"20220608","정상운영","2022-06-15","실내","37.4977293058869","08298",480,"인공암벽장","구로구","구로동","구로구","08298","","126.891852633222","2022-06-15","신고","서울특별시","에이스클라이밍센터","서울특별시 구로구 가마산로27길 14(구로동)","N","인공암벽장업","서울특별시 구로구 구로동 106-8 신원빌딩"
"서울특별시","N",191,"20221031","정상운영","2022-11-01","없음","0","07297",217,"인공암벽장","영등포구","","영등포구","07297","02-2088-5310","0","2022-11-01","신고","서울특별시","몽키즈클라이밍 영등포점","서울특별시 영등포구 당산로 42(문래동3가)","N","인공암벽장업","서울특별시 영등포구 문래동3가 55-3 홈플러스"
"서울특별시","N",192,"20220817","정상운영","2022-11-01","없음","37.5372203548701","07206",76,"인공암벽장","영등포구","","영등포구","07206","02-2676-1932","126.897713262989","2022-11-01","신고","서울특별시","서종국클라이밍","서울특별시 영등포구 선유로53길 6(양평동4가)","N","인공암벽장업","서울특별시 영등포구 양평동4가 277-1 문화빌딩"
"서울특별시","N",193,"20220613","정상운영","2022-11-01","없음","37.5136490336161","07290",151,"인공암벽장","영등포구","문래동2가","영등포구","07290","02-6406-8890","126.895719637654","2022-11-01","신고","서울특별시","더플라스틱","서울특별시 영등포구 도림로 423(문래동2가)","N","인공암벽장업","서울특별시 영등포구 문래동2가 11-1"
"서울특별시","N",194,"20220613","정상운영","2022-11-01","없음","37.525747305266","07229",398,"인공암벽장","영등포구","영등포동7가","영등포구","07229","02-2676-8848","126.908857826436","2022-11-01","신고","서울특별시","클라임웍스","서울특별시 영등포구 버드나루로 85(영등포동7가, 훼미리하우스117)","N","인공암벽장업","서울특별시 영등포구 영등포동7가 94-51 훼미리하우스117"
"인천광역시","N",195,"20210903","정상운영","2022-11-01","없음","0","22640",1680,"인공암벽장","서구","","서구","22640","032-715-5014","0","2022-11-30","신고","인천광역시","디스커버리씨에스(주)지점","인천광역시 서구 완정로 70(마전동)","N","인공암벽장업","인천광역시 서구 마전동 999-4"
"인천광역시","N",196,"20210830","정상운영","2022-11-01","실내","37.5339466873779","22736",421,"인공암벽장","서구","","서구","22736","032-721-5014","126.65290147562","2022-11-30","신고","인천광역시","디스커버리씨에스(주) 청라지점","인천광역시 서구 청라라임로 71(청라동)","N","인공암벽장업","인천광역시 서구 청라동 162-10 진영메디피아"
"경기도","N",197,"20220926","정상운영","2022-11-01","없음","37.6142756815728","12248",499,"인공암벽장","남양주시","","남양주시","12248","031-555-0868","127.154010953426","2022-11-01","신고","경기도","퍼즐클라이밍","경기도 남양주시 다산중앙로19번길 15(다산동)","N","인공암벽장업","경기도 남양주시 다산동 6146"
"전라남도","N",198,"20220614","정상운영","2022-11-01","없음","0","58118",145,"인공암벽장","화순군","","화순군","58118","","0","2022-11-01","신고","전라남도","화순 락클라이밍센터","전라남도 화순군 화순읍 진각로 122","N","인공암벽장업","전라남도 화순군 화순읍 향청리 115-8"
"광주광역시","N",199,"20220509","정상운영","2022-06-15","없음","35.149115222787","61962",0,"인공암벽장","서구","치평동","서구","61962","","126.847653299677","2022-06-16","신고","광주광역시","광주 클라이밍 클라임패밀리 상무점","광주광역시 서구 치평로 20(치평동)","N","인공암벽장업","광주광역시 서구 치평동 1177"
"경기도","N",200,"20220613","정상운영","2022-06-15","없음","37.7202231679882","10884",358,"인공암벽장","파주시","문발동","파주시","10884","","126.711302277569","2022-06-15","신고","경기도","교하스포츠 클라이밍짐","경기도 파주시 책향기로 277(문발동)","N","인공암벽장업","경기도 파주시 문발동 602-7"
"경기도","N",201,"20220531","정상운영","2022-06-15","없음","37.6392732269675","10088",293,"인공암벽장","김포시","장기동","김포시","10088","031-988-2527","126.674711396856","2022-06-15","신고","경기도","잼클라이밍","경기도 김포시 김포한강2로 76(장기동)","N","인공암벽장업","경기도 김포시 장기동 2039-2 프레즌스빌딩"
"강원도","N",202,"20220603","정상운영","2022-06-15","없음","0","24872",321,"인공암벽장","속초시","","속초시","24872","","0","2022-06-15","신고","강원도","아임낫볼더","강원도 속초시 엑스포로 75(조양동)","N","인공암벽장업","강원도 속초시 조양동 1545-1"
"강원도","N",203,"20220324","정상운영","2022-06-15","없음","0","24859",157,"인공암벽장","속초시","","속초시","24859","033-632-6656","0","2022-06-28","신고","강원도","국립등산학교 인공암벽장 및 실내암벽교육장","강원도 속초시 미시령로 3056-1(노학동)","N","인공암벽장업","강원도 속초시 노학동 735-7 인공암벽장"
"강원도","N",204,"20220215","정상운영","2022-06-15","없음","38.2061893631415","24839",118,"인공암벽장","속초시","교동","속초시","24839","","128.576990688539","2022-06-15","신고","강원도","펀 클라이밍","강원도 속초시 교동로 82(교동)","N","인공암벽장업","강원도 속초시 교동 780-42"
"충청북도","N",205,"20220607","정상운영","2022-06-15","없음","37.1345400864617","27185",151,"인공암벽장","제천시","명동","제천시","27185","","128.208501242401","2022-06-15","신고","충청북도","톺아클라이밍","충청북도 제천시 의림대로 71(명동)","N","인공암벽장업","충청북도 제천시 명동 209-5"
"전라남도","N",206,"20220304","정상운영","2022-06-15","없음","34.8123844107943","58567",268,"인공암벽장","무안군","남악리","무안군","58567","","126.461742249509","2022-06-16","신고","전라남도","카르페클라임","전라남도 무안군 삼향읍 대죽서로 41","N","인공암벽장업","전라남도 무안군 삼향읍 남악리 2167"
"경상북도","N",207,"20220613","정상운영","2022-06-15","실내","0","38611",181,"인공암벽장","경산시","","경산시","38611","053-813-8848","0","2022-06-15","신고","경상북도","스톤클라이밍짐","경상북도 경산시 대학로 104(중방동)","N","인공암벽장업","경상북도 경산시 중방동 211-8"
"경상북도","N",208,"20220613","정상운영","2022-06-15","실내","0","38536",389,"인공암벽장","경산시","","경산시","38536","053-813-3918","0","2022-06-15","신고","경상북도","챌린져클라이밍센터 경산영대점","경상북도 경산시 압량읍 대학로 388","N","인공암벽장업","경상북도 경산시 압량읍 신대리 434"
"인천광역시","N",209,"20220113","정상운영","2022-11-02","실내","37.3786608661181","21984",531,"인공암벽장","연수구","송도동","","21984","","126.662841516858","2022-11-07","신고","인천광역시","디스커버리씨에스(주) 송도지점","인천광역시 연수구 송도과학로16번길 33-4(송도동)","N","인공암벽장업","인천광역시 연수구 송도동 176-5 송도 트리플스트리트"
"대구광역시","N",210,"20220609","정상운영","2022-06-24","없음","35.8925386374073","41564",632,"인공암벽장","북구","복현동","북구","41564","053-956-6547","128.621253217523","2022-11-23","신고","대구광역시","초크업 클라이밍 경대점","대구광역시 북구 동북로 288(복현동)","N","인공암벽장업","대구광역시 북구 복현동 479-3"
"대구광역시","N",211,"20220613","정상운영","2022-06-24","없음","35.9421118087857","41423",802,"인공암벽장","북구","동천동","북구","41423","053-325-0393","128.563046618334","2022-11-23","신고","대구광역시","챌린져 클라이밍센터 칠곡점","대구광역시 북구 학정로 419(동천동)","N","인공암벽장업","대구광역시 북구 동천동 912-2 동천동빌딩"
"경기도","N",212,"20220616","정상운영","2022-06-24","없음","37.2227385669065","18337",240,"인공암벽장","화성시","기안동","화성시","18337","031-226-5016","126.974357801023","2022-11-15","신고","경기도","화성클라이밍클럽","경기도 화성시 효행로 287(기안동)","N","인공암벽장업","경기도 화성시 기안동 371-2 보보스프라자"
"경기도","N",213,"20220608","정상운영","2022-08-16","없음","0","14582",274,"인공암벽장","부천시","","부천시","14582","","0","2022-08-16","신고","경기도","타이거볼더클라이밍짐","경기도 부천시 부흥로307번길 52(중동)","N","인공암벽장업","경기도 부천시 중동 1127-6"
"경기도","N",214,"20220114","정상운영","2022-04-11","없음","37.325618041786","16870",519,"인공암벽장","용인시","죽전동","용인시","16870","031-281-7426","127.104762479691","2022-04-11","신고","경기도","엔그램","경기도 용인시 수지구 포은대로 499(죽전동)","N","인공암벽장업","경기도 용인시 수지구 죽전동 1003-43"
"경상남도","N",215,"20220414","정상운영","2022-04-19","실내","35.2356063966835","50948",489,"인공암벽장","김해시","내동","김해시","50948","","128.866099297096","2022-11-19","신고","경상남도","두클라이밍 김해점","경상남도 김해시 내외로77번길 12(내동)","N","인공암벽장업","경상남도 김해시 내동 1117-1"
"제주특별자치도","N",216,"19990101","정상운영","2022-08-25","실외","33.4950621500521","63189","","인공암벽장","제주시","오라일동","제주시","63189","064-728-3272","126.518797458105","2022-08-25","공공","제주특별자치도","인공암벽장 ","제주특별자치도 제주시 서광로2길 24(오라일동)","N","인공암벽장업","제주특별자치도 제주시 오라일동 1165"
"대구광역시","N",217,"20220425","정상운영","2022-06-07","없음","35.9422221633857","41423",477,"인공암벽장","북구","동천동","북구","41423","","128.559738616148","2022-11-23","신고","대구광역시","손세동 클라이밍","대구광역시 북구 동천로23길 8(동천동)","N","인공암벽장업","대구광역시 북구 동천동 907-7"
"울산광역시","N",218,"20220524","정상운영","2022-06-07","없음","0","44721",398,"인공암벽장","남구","","남구","44721","","0","2022-06-07","신고","울산광역시","등반세계","울산광역시 남구 꽃대나리로 57(달동)","N","인공암벽장업","울산광역시 남구 달동 1287-8"
"경기도","N",219,"20220429","정상운영","2022-06-30","실내","37.7327056890367","11626",220,"인공암벽장","의정부시","의정부동","의정부시","11626","","127.040738260565","2022-07-01","신고","경기도","샤모니 클라이밍","경기도 의정부시 경의로 48(의정부동)","N","인공암벽장업","경기도 의정부시 의정부동 600-2"
"충청북도","N",220,"20220519","정상운영","2022-05-30","실내","36.9828062274917","27349",144,"인공암벽장","충주시","연수동","충주시","27349","","127.928540973162","2022-05-30","신고","충청북도","넝쿨클라이밍센터","충청북도 충주시 국원대로 126(연수동)","N","인공암벽장업","충청북도 충주시 연수동 1148 세원뮤직"
"경기도","N",221,"20220620","정상운영","2022-06-29","없음","37.485559842336","14637",920,"인공암벽장","부천시","심곡동","부천시","14637","032-665-0305","126.782277700261","2022-12-13","신고","경기도","캐치스톤 클라이밍짐","경기도 부천시 부천로 11(심곡동)","N","인공암벽장업","경기도 부천시 심곡동 175-6 해태쇼핑"
"강원도","N",222,"20220531","정상운영","2022-06-29","실내","0","26432",224,"인공암벽장","원주시","","원주시","26432","","0","2022-06-29","신고","강원도","클라이밍원주","강원도 원주시 원일로 19(원동)","N","인공암벽장업","강원도 원주시 원동 88-5"
"경기도","N",223,"20220611","정상운영","2022-06-22","없음","37.3721896392194","15802",152,"인공암벽장","군포시","산본동","군포시","15802","031-393-7747","126.93526888179","2022-06-22","신고","경기도","산본클라이밍센터","경기도 군포시 고산로 695(산본동)","N","인공암벽장업","경기도 군포시 산본동 1060"
"서울특별시","N",224,"20220617","정상운영","2022-06-28","없음","37.5581849641381","07646",433,"인공암벽장","강서구","내발산동","강서구","07646","02-3662-0138","126.839101262993","2022-06-28","신고","서울특별시","강서클라이밍센터","서울특별시 강서구 공항대로 284(내발산동)","N","인공암벽장업","서울특별시 강서구 내발산동 646"
"서울특별시","N",225,"20220614","정상운영","2022-06-28","없음","0","07648",186,"인공암벽장","강서구","","강서구","07648","02-2600-8852","0","2022-06-28","신고","서울특별시","KBS 스포츠월드 클라이밍장","서울특별시 강서구 공항대로 376(화곡동)","N","인공암벽장업","서울특별시 강서구 화곡동 1093-76 KBS스포츠월드"
"충청북도","N",226,"20220520","정상운영","2022-06-28","없음","36.6656104176898","28320",424,"인공암벽장","청주시","율량동","청주시 청원구","28320","043-217-5697","127.497926162677","2023-04-15","신고","충청북도","청주락클라이밍센터","충청북도 청주시 청원구 율량로190번길 15(율량동)","N","인공암벽장업","충청북도 청주시 청원구 율량동 2044"
"경기도","N",227,"20220615","정상운영","2022-06-16","없음","37.6461192027491","10071",297,"인공암벽장","김포시","구래동","김포시","10071","031-989-4443","126.627536774143","2022-06-16","신고","경기도","제이나인컴퍼니","경기도 김포시 김포한강4로 507(구래동)","N","인공암벽장업","경기도 김포시 구래동 6880-2"
"경기도","N",228,"20220530","정상운영","2022-06-16","없음","37.7636448348963","10930",161,"인공암벽장","파주시","금촌동","파주시","10930","","126.776026683814","2022-06-16","신고","경기도","파주클라이밍","경기도 파주시 마무리길 90(금촌동)","N","인공암벽장업","경기도 파주시 금촌동 52-36 대도빌딩"
"경기도","N",229,"20220602","정상운영","2022-06-16","없음","37.712037305198","10905",246,"인공암벽장","파주시","동패동","파주시","10905","031-944-6262","126.744481738029","2022-06-16","신고","경기도","애스트로맨","경기도 파주시 와석순환로 135(동패동)","N","인공암벽장업","경기도 파주시 동패동 1758 신한프라자"
"전라남도","N",230,"20220615","정상운영","2022-06-16","없음","34.9104755377214","58019",1685,"인공암벽장","순천시","","순천시","58019","061-727-4042","127.529299181789","2022-06-16","신고","전라남도","주식회사 오르세 몬타렉스","전라남도 순천시 해룡면 낙선길 2","N","인공암벽장업","전라남도 순천시 해룡면 월전리 518-11"
"경기도","N",231,"19990101","정상운영","2022-04-15","없음","37.7158697863738","10901","","인공암벽장","파주시","동패동","파주시","10901","031-940-5237","126.742957526719","2022-04-15","공공","경기도","운정건강공원인공암벽장","경기도 파주시 와석순환로172번길 35(동패동)","N","인공암벽장업","경기도 파주시 동패동 1800"
"경기도","N",232,"20220623","정상운영","2022-06-30","없음","37.3207552346417","15352",243,"인공암벽장","안산시","고잔동","안산시 단원구","15352","031-403-5400","126.832421355757","2022-06-30","신고","경기도","클라이밍 트리클","경기도 안산시 단원구 화랑로 402(고잔동)","N","인공암벽장업","경기도 안산시 단원구 고잔동 527-8 신원빌딩"
"경기도","N",233,"20220615","정상운영","2022-06-30","없음","37.3117288962889","15470",253,"인공암벽장","안산시","고잔동","안산시","15470","","126.831555181818","2022-06-30","신고","경기도","안산베이스캠프클라이밍","경기도 안산시 단원구 광덕2로 185-20(고잔동)","N","인공암벽장업","경기도 안산시 단원구 고잔동 768-5 골드프라자"
"강원도","N",234,"20220531","정상운영","2022-06-30","실내","0","26399",301,"인공암벽장","원주시","","원주시","26399","033-765-0909","0","2022-06-30","신고","강원도","고고 클라이밍 2호점","강원도 원주시 판부면 서곡널다리길 8","N","인공암벽장업","강원도 원주시 판부면 서곡리 445-7"
"전라남도","N",235,"20220614","정상운영","2022-06-30","실내","0","59686",181,"인공암벽장","여수시","","여수시","59686","","0","2022-06-30","신고","전라남도","여수 실내 암벽","전라남도 여수시 망마로 65(신기동)","N","인공암벽장업","전라남도 여수시 신기동 116-11"
"전라남도","N",236,"20220614","정상운영","2022-06-30","실내","34.7522735338707","59708",325,"인공암벽장","여수시","문수동","여수시","59708","061-655-2220","127.701241951067","2022-06-30","신고","전라남도","스파이더짐","전라남도 여수시 문수로 50(문수동)","N","인공암벽장업","전라남도 여수시 문수동 128"
"경상남도","N",237,"20220608","정상운영","2022-11-25","없음","36.49787652957536","",310,"인공암벽장","창원시","","창원시","51593","055-552-5001","127.26543401552541","2022-11-25","신고","경상남도","광클라이밍센터","경상남도 창원시 진해구 장복대로 171, 403,404호 (자은동)","N","인공암벽장업","경상남도 창원시 진해구 자은동 143-1 "
"서울특별시","N",238,"20220511","정상운영","2022-11-29","없음","37.5423334235585","04779",213,"인공암벽장","성동구","성수동1가","성동구","04779","","127.048565268661","2022-11-29","신고","서울특별시","서울숲클라이밍","서울특별시 성동구 성수일로 19(성수동1가)","N","인공암벽장업","서울특별시 성동구 성수동1가 656-54 UHAN TOWER(유한타워)"
"경상북도","N",239,"20220711","정상운영","2022-11-29","실내","36.0570715632117","37637",381,"인공암벽장","포항시","우현동","포항시 북구","37637","054-255-8370","129.365858366572","2022-11-29","신고","경상북도","아띠 클라이밍","경상북도 포항시 북구 우창동로 70(우현동)","N","인공암벽장업","경상북도 포항시 북구 우현동 산9 테라스31"
"인천광역시","N",240,"20210809","정상운영","2022-11-28","실내","37.518318247266","22777",198,"인공암벽장","서구","가정동","서구","22777","032-572-8847","126.673208768937","2022-11-28","신고","인천광역시","서인천 클라이밍 센터","인천광역시 서구 가정로 374(가정동)","N","인공암벽장업","인천광역시 서구 가정동 505-24"
"경기도","N",241,"20220506","정상운영","2022-11-28","없음","37.6242075037931","12240",410,"인공암벽장","남양주시","금곡동","남양주시","12240","031-595-5014","127.203406672596","2022-12-13","신고","경기도","조규복클라이밍센터","경기도 남양주시 석실로 696(금곡동)","N","인공암벽장업","경기도 남양주시 금곡동 567-1"
"경기도","N",242,"20221128","정상운영","2022-12-05","없음","37.4730513390026","13640",411,"인공암벽장","성남시","창곡동","성남시","13640","","127.141262948182","2022-12-05","신고","경기도","GRIP PICK CLIMBING","경기도 성남시 수정구 위례광장로 104(창곡동)","N","인공암벽장업","경기도 성남시 수정구 창곡동 505 위례 한화 오벨리스크 센트럴스퀘어"
"전라북도","N",243,"20211110","정상운영","2022-12-05","없음","35.841412967398","54868",488,"인공암벽장","전주시","","전주시","54868","","127.079455639067","2022-12-05","신고","전라북도","어센트클라이밍 전주","전라북도 전주시 덕진구 만성중앙로 76(만성동)","N","인공암벽장업","전라북도 전주시 덕진구 만성동 1263-4"
"서울특별시","N",244,"20220602","정상운영","2022-11-09","없음","37.6333643585248","03311",160,"인공암벽장","은평구","진관동","은평구","03311","02-357-0305","126.917852171711","2022-11-09","신고","서울특별시","맑음 클라임","서울특별시 은평구 통일로 1020(진관동)","N","인공암벽장업","서울특별시 은평구 진관동 100-2 은평뉴타운 신한 헤센스마트"
"경기도","N",245,"20221111","정상운영","2022-12-02","없음","0","17585",281,"인공암벽장","안성시","","안성시","17585","031-3699-9876","0","2022-12-02","신고","경기도","클라이밍 더 하기","경기도 안성시 보개원삼로 147(가사동)","N","인공암벽장업","경기도 안성시 가사동 18-3"
"서울특별시","N",246,"20220511","정상운영","2022-11-14","없음","0","05385",1184,"인공암벽장","강동구","","강동구","05385","02-482-2015","0","2022-11-14","신고","서울특별시","브이텐 클라이밍","서울특별시 강동구 올림픽로 588(성내동)","N","인공암벽장업","서울특별시 강동구 성내동 111-21 귀뚜라미빌딩"
"서울특별시","N",247,"20220603","정상운영","2022-11-08","실내","37.584120180365","03077",478,"인공암벽장","종로구","명륜2가","종로구","03077","070-8886-2018","127.000806442921","2022-12-20","신고","서울특별시","알레클라이밍 혜화","서울특별시 종로구 창경궁로34길 18-5(명륜2가)","N","인공암벽장업","서울특별시 종로구 명륜2가 21-9"
"서울특별시","N",248,"20220610","폐업","2022-11-08","없음","37.5689505293286","03191",887,"인공암벽장","종로구","관철동","종로구","03191","","126.988079109583","2022-11-09","신고","서울특별시","주식회사 시네코아 TCC(더코아클라이밍)","서울특별시 종로구 삼일대로 386(관철동)","N","인공암벽장업","서울특별시 종로구 관철동 33-1 시네코아"
"광주광역시","N",249,"20220719","정상운영","2022-11-08","없음","35.2110673647876","61074",374,"인공암벽장","북구","","북구","61074","","126.873560129992","2022-11-09","신고","광주광역시","핸드워크 양산점","광주광역시 북구 임방울대로 1068(용두동)","N","인공암벽장업","광주광역시 북구 용두동 305-44"
"광주광역시","N",250,"20220719","정상운영","2022-11-08","없음","35.1772672586694","61189",205,"인공암벽장","북구","용봉동","북구","61189","","126.913355531911","2022-11-09","신고","광주광역시","핸드워크 전대점","광주광역시 북구 면앙로6번길 68(용봉동)","N","인공암벽장업","광주광역시 북구 용봉동 152-6"
"광주광역시","N",251,"20220628","정상운영","2022-11-08","없음","0","61041",393,"인공암벽장","북구","","북구","61041","062-575-2884","0","2022-11-08","신고","광주광역시","락 클라이밍센터","광주광역시 북구 설죽로 510(일곡동)","N","인공암벽장업","광주광역시 북구 일곡동 830-4"
"광주광역시","N",252,"20220512","정상운영","2022-11-08","없음","0","61171",331,"인공암벽장","북구","","북구","61171","","0","2022-12-15","신고","광주광역시","익스트림 클라이밍 센터","광주광역시 북구 동문대로 165(두암동)","N","인공암벽장업","광주광역시 북구 두암동 568-2"
"광주광역시","N",253,"20220609","정상운영","2022-11-08","없음","35.1418737118775","62422",179,"인공암벽장","광산구","송정동","광산구","62422","","126.800045400582","2022-11-08","신고","광주광역시","송정G1클라이밍","광주광역시 광산구 광산로 87(송정동)","N","인공암벽장업","광주광역시 광산구 송정동 735"
"광주광역시","N",254,"20220616","정상운영","2022-11-08","없음","35.1905054665039","62225",322,"인공암벽장","광산구","장덕동","광산구","62225","","126.818017760004","2022-11-08","신고","광주광역시","온클라이밍","광주광역시 광산구 장신로 72(장덕동)","N","인공암벽장업","광주광역시 광산구 장덕동 1658"
"광주광역시","N",255,"20220616","정상운영","2022-11-08","없음","35.204930502121","62244",700,"인공암벽장","광산구","수완동","광산구","62244","","126.819443302387","2022-11-08","신고","광주광역시","광주클라이밍클라임패밀리 수완점","광주광역시 광산구 임방울대로 507(수완동)","N","인공암벽장업","광주광역시 광산구 수완동 669-1"
"경기도","N",256,"20220727","정상운영","2022-11-08","없음","37.2580622885128","16547",608,"인공암벽장","수원시","매탄동","수원시","16547","031-217-5014","127.045385098491","2022-11-08","신고","경기도","그래비티 클라이밍 수원점","경기도 수원시 영통구 효원로 400(매탄동)","N","인공암벽장업","경기도 수원시 영통구 매탄동 1276 레몬스포렉스"
"경기도","N",257,"20220823","정상운영","2022-11-08","없음","0","13627",368,"인공암벽장","성남시","","성남시","13627","031-714-5014","0","2023-03-31","신고","경기도","더볼더","경기도 성남시 분당구 미금일로90번길 36-5(구미동)","N","인공암벽장업","경기도 성남시 분당구 구미동 29-1 더프라자"
"서울특별시","N",258,"20220629","정상운영","2022-12-01","없음","37.5434451823418","04735",164,"인공암벽장","성동구","옥수동","성동구","04735","02-2297-5014","127.016418821425","2022-12-01","신고","서울특별시","손정준스포츠클라이밍 연구소","서울특별시 성동구 한림말5길 25(옥수동)","N","인공암벽장업","서울특별시 성동구 옥수동 348-2"
"서울특별시","N",259,"20220715","정상운영","2022-12-01","없음","37.5475565627229","04793",218,"인공암벽장","성동구","성수동2가","성동구","04793","02-6082-4739","127.054447732155","2022-12-01","신고","서울특별시","훅클라이밍","서울특별시 성동구 성수일로12길 34(성수동2가)","N","인공암벽장업","서울특별시 성동구 성수동2가 289-211"
"서울특별시","N",260,"20220718","정상운영","2022-12-01","없음","37.5582206987955","04745",354,"인공암벽장","성동구","행당동","성동구","04745","02-2282-4739","127.035482520519","2022-12-01","신고","서울특별시","훅클라이밍(행당점)","서울특별시 성동구 고산자로6길 40(행당동)","N","인공암벽장업","서울특별시 성동구 행당동 140 행당동 레몬프라자"
"서울특별시","N",261,"20220621","정상운영","2022-11-04","없음","37.5644996570774","04549",272,"인공암벽장","중구","인현동2가","중구","04549","","126.995050103853","2022-11-04","신고","서울특별시","담장 클라이밍","서울특별시 중구 마른내로 63-3(인현동2가)","N","인공암벽장업","서울특별시 중구 인현동2가 96-2"
"서울특별시","N",262,"20220613","정상운영","2022-11-04","없음","37.5592126838336","04623",332,"인공암벽장","중구","","중구","04623","02-2275-5015","126.997402201179","2022-11-04","신고","서울특별시","권영세 크라이밍","서울특별시 중구 서애로5길 21(필동3가)","N","인공암벽장업","서울특별시 중구 필동3가 28-19"
"서울특별시","N",263,"20220613","정상운영","2022-11-04","실내","37.6624212538561","01002",363,"인공암벽장","강북구","우이동","","01002","02-907-9226","127.009700504329","2022-11-05","신고","서울특별시","(주)비와이엔블랙야크 우이지점","서울특별시 강북구 삼양로173길 52(우이동)","N","인공암벽장업","서울특별시 강북구 우이동 181-7 광림빌딩"
"서울특별시","N",264,"20220805","정상운영","2022-11-04","없음","37.6780171005498","01606",171,"인공암벽장","노원구","상계동","노원구","01606","","127.052913505117","2022-11-04","신고","서울특별시","볼더클라이밍짐","서울특별시 노원구 동일로241길 53(상계동, 두산아파트)","N","인공암벽장업","서울특별시 노원구 상계동 1110 두산아파트"
"서울특별시","N",265,"20220610","정상운영","2022-11-04","없음","37.6566458981912","01695",186,"인공암벽장","노원구","상계동","노원구","01695","02-935-0515","127.065871190478","2022-11-04","신고","서울특별시","이창현 노원 클라이밍센터","서울특별시 노원구 상계로 98(상계동)","N","인공암벽장업","서울특별시 노원구 상계동 367-2 광복빌딩"
